img	modality	set	source	img_path	higher_modality	split_set	labeled	split_set_al	High_Confidence_Samples
1471-2105-10-351-2-8.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2105-10-351-2-8.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2105-10-S1-S39-9-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-10-S1-S39-9-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-11-193-8-5.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1471-2105-11-193-8-5.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2105-11-320-3-3.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2105-11-320-3-3.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2105-11-562-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-11-562-4-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-11-S11-S4-1-2.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2105-11-S11-S4-1-2.jpg	OTHER	TRAIN	LABELED	TRAIN	0
1471-2105-5-207-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-5-207-7-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-6-27-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-6-27-5-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-7-251-6-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-7-251-6-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-7-270-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-7-270-5-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-7-445-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-7-445-3-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-8-107-1-9.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-8-107-1-9.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-8-408-4-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-8-408-4-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-8-S3-S6-7-1.jpg	GSCR	TRAIN	clef16	2016/train/GSCR/1471-2105-8-S3-S6-7-1.jpg	OTHER	TRAIN	LABELED	TRAIN	0
1471-2105-9-29-5-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-9-29-5-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2105-9-533-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-9-533-2-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2121-11-60-6-15.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-11-60-6-15.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-11-60-6-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-11-60-6-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-6-17-5-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-6-17-5-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-7-28-2-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-7-28-2-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-9-10-8-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-9-10-8-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-9-26-1-12.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2121-9-26-1-12.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2121-9-28-3-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-9-28-3-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-10-100-4-6.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-213X-10-100-4-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-10-15-7-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-213X-10-15-7-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-10-86-7-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-213X-10-86-7-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-4-3-1-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-213X-4-3-1-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-7-113-4-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-213X-7-113-4-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-8-2-7-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-213X-8-2-7-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-8-65-10-6.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-213X-8-65-10-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-213X-9-60-5-15.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-213X-9-60-5-15.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2148-4-19-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2148-4-19-2-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2148-7-160-3-5.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2148-7-160-3-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2148-8-120-5-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2148-8-120-5-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2148-9-270-2-9.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2148-9-270-2-9.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2156-6-50-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2156-6-50-4-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2156-7-38-3-6.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2156-7-38-3-6.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2164-10-431-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-10-431-1-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-10-68-4-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2164-10-68-4-3.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2164-10-S1-S8-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-10-S1-S8-4-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-11-531-3-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2164-11-531-3-1.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2164-12-187-5-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-12-187-5-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-5-73-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-5-73-3-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-6-139-1-3.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2164-6-139-1-3.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2164-7-274-4-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-7-274-4-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-8-125-1-9.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-125-1-9.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-8-48-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-48-4-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2164-9-293-4-1.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2164-9-293-4-1.jpg	OTHER	TRAIN	LABELED	TRAIN	0
1471-2164-9-326-5-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-326-5-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2172-11-19-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-11-19-4-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2172-9-38-1-5.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2172-9-38-1-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2172-9-65-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-9-65-5-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2180-10-214-3-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-10-214-3-6.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2180-10-295-1-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2180-10-295-1-2.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2180-11-186-8-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2180-11-186-8-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2180-6-6-4-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2180-6-6-4-1.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2180-9-103-2-4.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-9-103-2-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2199-10-2-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-10-2-2-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2199-10-83-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-10-83-7-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2199-11-51-8-7.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-11-51-8-7.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2199-2-3-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-2-3-2-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2199-8-2-5-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-8-2-5-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2202-10-30-5-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-10-30-5-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-11-138-2-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2202-11-138-2-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-1-1-4-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-1-1-4-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-11-96-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2202-11-96-5-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2202-11-96-6-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2202-11-96-6-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2202-4-6-1-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-4-6-1-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-4-8-3-5.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-4-8-3-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-5-41-1-8.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2202-5-41-1-8.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2202-6-29-4-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2202-6-29-4-5.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2202-7-36-1-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2202-7-36-1-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-7-54-8-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-7-54-8-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-7-64-2-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-7-64-2-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-8-50-2-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-8-50-2-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-8-51-4-7.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-8-51-4-7.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-8-90-9-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-8-90-9-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-9-40-1-19.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-9-40-1-19.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-9-40-1-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-9-40-1-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2202-9-54-3-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2202-9-54-3-3.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2202-9-70-6-4.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-9-70-6-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2210-2-2-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2210-2-2-7-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2229-11-152-4-2.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2229-11-152-4-2.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2229-3-6-2-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2229-3-6-2-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2229-6-16-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2229-6-16-3-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2229-9-18-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2229-9-18-3-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2253-10-10-5-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2253-10-10-5-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2288-5-21-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2288-5-21-2-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-230X-11-59-3-5.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-230X-11-59-3-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2318-10-55-8-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2318-10-55-8-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2334-6-98-1-1.jpg	GSYS	TRAIN	clef16	2016/train/GSYS/1471-2334-6-98-1-1.jpg	OTHER	TRAIN	LABELED	TRAIN	0
1471-2334-9-27-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2334-9-27-7-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2342-11-10-3-4.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2342-11-10-3-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2342-7-7-4-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2342-7-7-4-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2350-8-32-6-2.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2350-8-32-6-2.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2350-9-87-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2350-9-87-3-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2385-7-5-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2385-7-5-3-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2407-10-427-1-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2407-10-427-1-1.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2407-10-4-3-9.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2407-10-4-3-9.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2407-10-601-3-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2407-10-601-3-1.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2407-10-76-7-8.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2407-10-76-7-8.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2407-11-270-2-4.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2407-11-270-2-4.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1471-2407-5-97-1-3.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1471-2407-5-97-1-3.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1471-2407-6-14-9-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2407-6-14-9-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2407-7-219-12-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2407-7-219-12-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2407-8-212-3-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2407-8-212-3-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2407-8-48-2-8.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2407-8-48-2-8.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2407-9-369-6-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2407-9-369-6-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2415-7-1-4-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2415-7-1-4-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2458-8-61-5-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2458-8-61-5-5.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1471-2474-12-76-3-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2474-12-76-3-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1471-2490-5-17-4-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2490-5-17-4-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1472-6750-4-24-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1472-6750-4-24-1-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1472-6750-8-47-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1472-6750-8-47-3-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1472-6750-9-79-2-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1472-6750-9-79-2-4.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1472-6785-9-16-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1472-6785-9-16-3-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1472-6793-9-16-6-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1472-6793-9-16-6-3.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1472-6807-11-2-5-3.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1472-6807-11-2-5-3.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1472-6807-7-30-5-4.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1472-6807-7-30-5-4.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1472-6807-9-7-3-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1472-6807-9-7-3-1.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1472-6882-10-80-6-6.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1472-6882-10-80-6-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1472-6890-6-1-1-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1472-6890-6-1-1-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1472-6947-11-54-8-3.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1472-6947-11-54-8-3.jpg	ORGANISMS	TRAIN	LABELED	TRAIN	0
1475-2859-10-65-4-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1475-2859-10-65-4-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1475-2859-8-48-5-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1475-2859-8-48-5-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1475-2875-10-249-1-1.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1475-2875-10-249-1-1.jpg	MOLECULAR	TRAIN	LABELED	TRAIN	0
1475-2875-8-254-1-2.jpg	GFLO	TRAIN	clef16	2016/train/GFLO/1475-2875-8-254-1-2.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1475-925X-2-1-28-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1475-925X-2-1-28-4.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1475-925X-6-10-8-1.jpg	DRUS	TRAIN	clef16	2016/train/DRUS/1475-925X-6-10-8-1.jpg	ORGANISMS	TRAIN	LABELED	TRAIN	0
1475-9292-6-4-4-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1475-9292-6-4-4-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-4598-10-102-1-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1476-4598-10-102-1-2.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-4598-10-97-11-6.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1476-4598-10-97-11-6.jpg	OTHER	TRAIN	LABELED	TRAIN	0
1476-4598-7-83-5-7.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1476-4598-7-83-5-7.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-4598-8-77-2-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1476-4598-8-77-2-3.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1476-4598-9-173-5-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1476-4598-9-173-5-1.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-5926-2-1-6-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1476-5926-2-1-6-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-9255-2-16-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1476-9255-2-16-2-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1476-9255-4-3-2-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1476-9255-4-3-2-3.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1476-9255-7-58-2-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1476-9255-7-58-2-1.jpg	EXPERIMENTAL	TRAIN	LABELED	TRAIN	0
1477-5956-8-54-1-5.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1477-5956-8-54-1-5.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
1477-7819-5-116-1-1.jpg	DRCT	TRAIN	clef16	2016/train/DRCT/1477-7819-5-116-1-1.jpg	ORGANISMS	TRAIN	LABELED	TRAIN	0
1477-7819-7-1-2-2.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1477-7819-7-1-2-2.jpg	ORGANISMS	TRAIN	LABELED	TRAIN	0
1477-7827-3-21-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1477-7827-3-21-5-1.jpg	GRAPHICS	TRAIN	LABELED	TRAIN	0
1477-7827-7-21-9-6.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1477-7827-7-21-9-6.jpg	MICROSCOPY	TRAIN	LABELED	TRAIN	0
