img	modality	set	source	img_path	higher_modality	labeled
1423-0127-16-6-5-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1423-0127-16-6-5-3.jpg	EXPERIMENTAL	UNLABELED
1423-0127-16-7-1-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-16-7-1-2.jpg	MICROSCOPY	UNLABELED
1423-0127-16-7-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-16-7-1-3.jpg	GRAPHICS	UNLABELED
1423-0127-16-7-1-4.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-16-7-1-4.jpg	MICROSCOPY	UNLABELED
1423-0127-16-7-1-5.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-16-7-1-5.jpg	MICROSCOPY	UNLABELED
1423-0127-16-7-1-6.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-16-7-1-6.jpg	MICROSCOPY	UNLABELED
1423-0127-16-88-1-1.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-16-88-1-1.jpg	MICROSCOPY	UNLABELED
1423-0127-16-88-1-2.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1423-0127-16-88-1-2.jpg	ORGANISMS	UNLABELED
1423-0127-16-88-1-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1423-0127-16-88-1-3.jpg	MICROSCOPY	UNLABELED
1423-0127-16-88-1-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-16-88-1-5.jpg	MICROSCOPY	UNLABELED
1423-0127-17-22-2-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1423-0127-17-22-2-1.jpg	EXPERIMENTAL	UNLABELED
1423-0127-17-22-2-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1423-0127-17-22-2-2.jpg	EXPERIMENTAL	UNLABELED
1423-0127-17-22-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-17-22-2-3.jpg	GRAPHICS	UNLABELED
1423-0127-17-22-2-4.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1423-0127-17-22-2-4.jpg	OTHER	UNLABELED
1423-0127-17-34-3-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-1.jpg	MOLECULAR	UNLABELED
1423-0127-17-34-3-2.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-2.jpg	MOLECULAR	UNLABELED
1423-0127-17-34-3-3.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-3-3.jpg	MOLECULAR	UNLABELED
1423-0127-17-34-5-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1423-0127-17-34-5-1.jpg	MOLECULAR	UNLABELED
1423-0127-17-77-3-1.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1423-0127-17-77-3-1.jpg	MICROSCOPY	UNLABELED
1423-0127-17-77-3-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1423-0127-17-77-3-2.jpg	MICROSCOPY	UNLABELED
1423-0127-17-77-3-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-17-77-3-3.jpg	MICROSCOPY	UNLABELED
1423-0127-17-77-3-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-17-77-3-4.jpg	MICROSCOPY	UNLABELED
1423-0127-17-80-4-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-17-80-4-1.jpg	GRAPHICS	UNLABELED
1423-0127-17-80-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-17-80-4-3.jpg	GRAPHICS	UNLABELED
1423-0127-17-80-4-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-17-80-4-4.jpg	GRAPHICS	UNLABELED
1423-0127-18-32-6-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-18-32-6-1.jpg	MICROSCOPY	UNLABELED
1423-0127-18-32-6-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-18-32-6-2.jpg	MICROSCOPY	UNLABELED
1423-0127-18-32-6-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-18-32-6-3.jpg	MICROSCOPY	UNLABELED
1423-0127-18-32-6-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1423-0127-18-32-6-4.jpg	MICROSCOPY	UNLABELED
1465-9921-10-20-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-20-1-1.jpg	GRAPHICS	UNLABELED
1465-9921-10-20-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-20-1-2.jpg	GRAPHICS	UNLABELED
1465-9921-10-20-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-20-1-3.jpg	GRAPHICS	UNLABELED
1465-9921-10-22-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-22-7-1.jpg	GRAPHICS	UNLABELED
1465-9921-10-22-8-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-22-8-1.jpg	GRAPHICS	UNLABELED
1465-9921-10-22-8-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-22-8-2.jpg	GRAPHICS	UNLABELED
1465-9921-10-26-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-26-1-1.jpg	GRAPHICS	UNLABELED
1465-9921-10-26-1-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1465-9921-10-26-1-2.jpg	EXPERIMENTAL	UNLABELED
1465-9921-10-26-1-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1465-9921-10-26-1-3.jpg	EXPERIMENTAL	UNLABELED
1465-9921-10-26-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-26-1-4.jpg	GRAPHICS	UNLABELED
1465-9921-10-26-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-26-2-1.jpg	GRAPHICS	UNLABELED
1465-9921-10-26-2-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1465-9921-10-26-2-2.jpg	EXPERIMENTAL	UNLABELED
1465-9921-10-26-2-3.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1465-9921-10-26-2-3.jpg	EXPERIMENTAL	UNLABELED
1465-9921-11-121-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-1-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-1-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-1-3.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-1-4.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-1-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-1-5.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-2-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-2-3.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-2-4.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-2-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-2-5.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-2-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-2-6.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-3-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-3-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-121-3-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-3-4.jpg	GRAPHICS	UNLABELED
1465-9921-11-122-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-122-3-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-122-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-122-3-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-124-1-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-124-1-1.jpg	MICROSCOPY	UNLABELED
1465-9921-11-124-1-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-124-1-2.jpg	MICROSCOPY	UNLABELED
1465-9921-11-124-1-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-124-1-3.jpg	MICROSCOPY	UNLABELED
1465-9921-11-124-1-4.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-124-1-4.jpg	MICROSCOPY	UNLABELED
1465-9921-11-124-1-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-124-1-5.jpg	GRAPHICS	UNLABELED
1465-9921-11-124-1-7.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-124-1-7.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-3-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-3-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-3-3.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-3-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-3-4.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-6-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-6-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-6-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-6-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-7-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-7-2.jpg	GRAPHICS	UNLABELED
1465-9921-11-139-7-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-139-7-3.jpg	GRAPHICS	UNLABELED
1465-9921-11-154-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-154-2-1.jpg	GRAPHICS	UNLABELED
1465-9921-11-154-2-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-2-2.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-2-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-2-3.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-2-5.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-2-5.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-7-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-7-1.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-7-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-7-2.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-7-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-7-3.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-7-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-154-7-4.jpg	MICROSCOPY	UNLABELED
1465-9921-11-154-7-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-154-7-5.jpg	GRAPHICS	UNLABELED
1465-9921-11-154-7-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-154-7-6.jpg	GRAPHICS	UNLABELED
1465-9921-11-154-7-7.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-154-7-7.jpg	GRAPHICS	UNLABELED
1465-9921-11-154-7-9.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-154-7-9.jpg	GRAPHICS	UNLABELED
1465-9921-11-21-6-1.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-21-6-1.jpg	MICROSCOPY	UNLABELED
1465-9921-11-21-6-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-21-6-2.jpg	MICROSCOPY	UNLABELED
1465-9921-11-21-6-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-21-6-3.jpg	MICROSCOPY	UNLABELED
1465-9921-11-21-6-4.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1465-9921-11-21-6-4.jpg	MICROSCOPY	UNLABELED
1465-9921-11-99-5-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-99-5-1.jpg	MICROSCOPY	UNLABELED
1465-9921-11-99-5-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-99-5-2.jpg	MICROSCOPY	UNLABELED
1465-9921-11-99-5-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-11-99-5-3.jpg	MICROSCOPY	UNLABELED
1465-9921-12-111-1-1.jpg	DRCT	TRAIN	clef16	2016/train/DRCT/1465-9921-12-111-1-1.jpg	ORGANISMS	UNLABELED
1465-9921-12-111-1-2.jpg	DRCT	TRAIN	clef16	2016/train/DRCT/1465-9921-12-111-1-2.jpg	ORGANISMS	UNLABELED
1465-9921-12-111-1-4.jpg	DRCT	TRAIN	clef16	2016/train/DRCT/1465-9921-12-111-1-4.jpg	ORGANISMS	UNLABELED
1465-9921-12-111-2-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-12-111-2-1.jpg	MICROSCOPY	UNLABELED
1465-9921-12-111-2-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-12-111-2-2.jpg	MICROSCOPY	UNLABELED
1465-9921-12-111-2-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-12-111-2-3.jpg	MICROSCOPY	UNLABELED
1465-9921-12-111-2-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-12-111-2-4.jpg	MICROSCOPY	UNLABELED
1465-9921-12-111-2-5.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-12-111-2-5.jpg	MICROSCOPY	UNLABELED
1465-9921-12-142-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-142-3-2.jpg	GRAPHICS	UNLABELED
1465-9921-12-142-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-142-3-3.jpg	GRAPHICS	UNLABELED
1465-9921-12-142-3-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-142-3-4.jpg	GRAPHICS	UNLABELED
1465-9921-12-142-3-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-142-3-5.jpg	GRAPHICS	UNLABELED
1465-9921-12-142-3-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-142-3-6.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-2-1.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-2-2.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-2-3.jpg	GSCR	TRAIN	clef16	2016/train/GSCR/1465-9921-12-61-2-3.jpg	OTHER	UNLABELED
1465-9921-12-61-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-2-4.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-7-1.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-7-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-7-2.jpg	GRAPHICS	UNLABELED
1465-9921-12-61-7-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-61-7-3.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-1.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-3.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-4.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-5.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-6.jpg	GRAPHICS	UNLABELED
1465-9921-12-77-1-7.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-12-77-1-7.jpg	GRAPHICS	UNLABELED
1465-9921-5-25-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-5-25-3-1.jpg	GRAPHICS	UNLABELED
1465-9921-5-25-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-5-25-3-2.jpg	GRAPHICS	UNLABELED
1465-9921-5-25-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-5-25-3-3.jpg	GRAPHICS	UNLABELED
1465-9921-6-60-3-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-6-60-3-1.jpg	MICROSCOPY	UNLABELED
1465-9921-6-60-3-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-6-60-3-2.jpg	MICROSCOPY	UNLABELED
1465-9921-6-60-3-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-6-60-3-3.jpg	MICROSCOPY	UNLABELED
1465-9921-6-83-11-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-6-83-11-1.jpg	MICROSCOPY	UNLABELED
1465-9921-6-83-11-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-6-83-11-2.jpg	MICROSCOPY	UNLABELED
1465-9921-7-112-1-1.jpg	GCHE	TRAIN	clef16	2016/train/GCHE/1465-9921-7-112-1-1.jpg	MOLECULAR	UNLABELED
1465-9921-7-112-1-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-7-112-1-2.jpg	MICROSCOPY	UNLABELED
1465-9921-7-112-1-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-7-112-1-3.jpg	GRAPHICS	UNLABELED
1465-9921-7-116-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-7-116-4-2.jpg	GRAPHICS	UNLABELED
1465-9921-7-116-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-7-116-4-3.jpg	GRAPHICS	UNLABELED
1465-9921-7-116-4-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-7-116-4-4.jpg	GRAPHICS	UNLABELED
1465-9921-7-24-6-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-7-24-6-1.jpg	MICROSCOPY	UNLABELED
1465-9921-7-24-6-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-7-24-6-2.jpg	MICROSCOPY	UNLABELED
1465-9921-7-24-6-3.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1465-9921-7-24-6-3.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-1.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-2.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-3.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-3.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-4.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-5.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-6.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-7.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-7.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-3-8.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-3-8.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-6-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-7-50-6-2.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-6-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1465-9921-7-50-6-3.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-6-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-6-4.jpg	MICROSCOPY	UNLABELED
1465-9921-7-50-6-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1465-9921-7-50-6-5.jpg	MICROSCOPY	UNLABELED
