img	modality	set	source	img_path	higher_modality	labeled	split_set_al
1471-213X-8-65-10-4.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-213X-8-65-10-4.jpg	MICROSCOPY	LABELED	TRAIN
PMC5295188_40644_2017_108_Fig6_HTML.png	DRMR	TRAIN	openi	OPENI_MRI/PMC5295188_40644_2017_108_Fig6_HTML.png	ORGANISMS	LABELED	TRAIN
1471-2202-8-5-4-1.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-8-5-4-1.jpg	MICROSCOPY	LABELED	TRAIN
PMC3815043_SNI-4-134-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3815043_SNI-4-134-g002.png	ORGANISMS	LABELED	TRAIN
PMC3921996_edmcr-2013-130008-g001.png	DRMR	TRAIN	openi	OPENI_MRI/PMC3921996_edmcr-2013-130008-g001.png	ORGANISMS	LABELED	TRAIN
1465-9921-11-121-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-11-121-3-2.jpg	GRAPHICS	LABELED	TRAIN
PMC3920357_gr2.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3920357_gr2.png	ORGANISMS	LABELED	TRAIN
1471-2180-9-103-2-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-9-103-2-2.jpg	MICROSCOPY	LABELED	TRAIN
cc9977-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/cc9977-3-3.jpg	GRAPHICS	LABELED	TRAIN
1471-2121-10-63-4-2.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-10-63-4-2.jpg	MICROSCOPY	LABELED	TRAIN
1749-8090-1-30-1.jpg	DRAN	TRAIN	clef13	2013/train/DRAN/1749-8090-1-30-1.jpg	ORGANISMS	LABELED	TRAIN
1746-160X-2-3-1-3.jpg	DRXR	TRAIN	clef16	2016/train/DRXR/1746-160X-2-3-1-3.jpg	ORGANISMS	LABELED	TRAIN
PMC2999713_cln-65-11-1155-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999713_cln-65-11-1155-g001.png	ORGANISMS	LABELED	TRAIN
1471-2202-7-46-5-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2202-7-46-5-2.jpg	MICROSCOPY	LABELED	TRAIN
1471-2407-10-72-7-7.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2407-10-72-7-7.jpg	EXPERIMENTAL	LABELED	TRAIN
1471-2199-9-13-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2199-9-13-4-3.jpg	GRAPHICS	LABELED	TRAIN
1757-1626-2-9337-3.jpg	DVOR	TRAIN	clef13	2013/train/DVOR/1757-1626-2-9337-3.jpg	ORGANISMS	LABELED	TRAIN
1746-1448-1-10-15-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1746-1448-1-10-15-2.jpg	GRAPHICS	LABELED	TRAIN
1756-8722-2-50-3.jpg	GCHE	TRAIN	clef13	2013/train/GCHE/1756-8722-2-50-3.jpg	MOLECULAR	LABELED	TRAIN
1471-2202-4-11-1-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2202-4-11-1-2.jpg	EXPERIMENTAL	LABELED	TRAIN
PMC3212579_pone.0027508.g004-3.png		TRAIN	openi	OPENI_MICROSCOPY/PMC3212579_pone.0027508.g004-3.png	MICROSCOPY	LABELED	TRAIN
1532-429X-13-46-2-7.jpg	DRAN	TRAIN	clef16	2016/train/DRAN/1532-429X-13-46-2-7.jpg	ORGANISMS	LABELED	TRAIN
PMC2909248_1748-717X-5-62-8.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909248_1748-717X-5-62-8.png	ORGANISMS	LABELED	TRAIN
1471-2172-12-46-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2172-12-46-1-1.jpg	GRAPHICS	LABELED	TRAIN
PMC3847297_1749-799X-8-33-4.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3847297_1749-799X-8-33-4.png	ORGANISMS	LABELED	TRAIN
1476-9255-7-58-2-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1476-9255-7-58-2-1.jpg	EXPERIMENTAL	LABELED	TRAIN
PMC4491555_CRIOR2015-192023.001.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC4491555_CRIOR2015-192023.001.png	ORGANISMS	LABELED	TRAIN
1743-7075-1-13-7-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1743-7075-1-13-7-1.jpg	GRAPHICS	LABELED	TRAIN
1471-2458-6-230-2-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2458-6-230-2-1.jpg	GRAPHICS	LABELED	TRAIN
1752-1947-5-342-1.jpg	DRPE	TRAIN	clef13	2013/train/DRPE/1752-1947-5-342-1.jpg	ORGANISMS	LABELED	TRAIN
1465-9921-10-22-8-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1465-9921-10-22-8-2.jpg	GRAPHICS	LABELED	TRAIN
1471-2164-5-17-8-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-5-17-8-1.jpg	GRAPHICS	LABELED	TRAIN
1476-069X-2-6-4.jpg	GNCP	TRAIN	clef13	2013/train/GNCP/1476-069X-2-6-4.jpg	OTHER	LABELED	TRAIN
1742-4682-4-38-5-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1742-4682-4-38-5-1.jpg	GRAPHICS	LABELED	TRAIN
1471-2407-6-22-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2407-6-22-1-2.jpg	GRAPHICS	LABELED	TRAIN
1744-8069-5-45-8-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1744-8069-5-45-8-2.jpg	GRAPHICS	LABELED	TRAIN
1477-7819-9-148-2-2.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1477-7819-9-148-2-2.jpg	ORGANISMS	LABELED	TRAIN
1471-2210-6-4-1.jpg	GSYS	TRAIN	clef13	2013/train/GSYS/1471-2210-6-4-1.jpg	OTHER	LABELED	TRAIN
1756-3305-1-29-4-7.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1756-3305-1-29-4-7.jpg	MICROSCOPY	LABELED	TRAIN
PMC2905538_JIAPS-14-76-g002.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC2905538_JIAPS-14-76-g002.png	ORGANISMS	LABELED	TRAIN
1757-1626-0002-0000008952-1-1.jpg	DVDM	TRAIN	clef16	2016/train/DVDM/1757-1626-0002-0000008952-1-1.jpg	ORGANISMS	LABELED	TRAIN
PMC3846215_IJO-24-91-g004.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3846215_IJO-24-91-g004.png	ORGANISMS	LABELED	TRAIN
1756-3305-1-44-8-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1756-3305-1-44-8-2.jpg	GRAPHICS	LABELED	TRAIN
1743-0003-5-7-9-8.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1743-0003-5-7-9-8.jpg	GRAPHICS	LABELED	TRAIN
1749-8090-6-152-1-1.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1749-8090-6-152-1-1.jpg	ORGANISMS	LABELED	TRAIN
1471-2105-6-5-5.jpg	GPLI	TRAIN	clef13	2013/train/GPLI/1471-2105-6-5-5.jpg	OTHER	LABELED	TRAIN
1752-0509-2-64-3.jpg	GFLO	TRAIN	clef13	2013/train/GFLO/1752-0509-2-64-3.jpg	GRAPHICS	LABELED	TRAIN
PMC5295538_cr-06-255-g001.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC5295538_cr-06-255-g001.png	ORGANISMS	LABELED	TRAIN
1743-422X-2-6-2-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1743-422X-2-6-2-2.jpg	MICROSCOPY	LABELED	TRAIN
1471-2202-4-6-1-6.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2202-4-6-1-6.jpg	MICROSCOPY	LABELED	TRAIN
1756-3305-4-215-1.jpg	GGEN	TRAIN	clef13	2013/train/GGEN/1756-3305-4-215-1.jpg	MOLECULAR	LABELED	TRAIN
1471-2490-3-1-1.jpg	GFIG	TRAIN	clef13	2013/train/GFIG/1471-2490-3-1-1.jpg	GRAPHICS	LABELED	TRAIN
1471-2202-10-28-1-1.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-10-28-1-1.jpg	MICROSCOPY	LABELED	TRAIN
1471-2105-9-58-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-9-58-4-3.jpg	GRAPHICS	LABELED	TRAIN
1471-2164-11-416-5-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-11-416-5-5.jpg	GRAPHICS	LABELED	TRAIN
1471-2342-7-7-4-3.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2342-7-7-4-3.jpg	MICROSCOPY	LABELED	TRAIN
1746-160X-2-2-1.jpg	GFIG	TRAIN	clef13	2013/train/GFIG/1746-160X-2-2-1.jpg	GRAPHICS	LABELED	TRAIN
1472-6750-7-7-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1472-6750-7-7-3-1.jpg	GRAPHICS	LABELED	TRAIN
1745-7580-6-11-3-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1745-7580-6-11-3-4.jpg	GRAPHICS	LABELED	TRAIN
PMC3847212_1471-2482-13-S1-A2-6.png	DRCT	TRAIN	openi	OPENI_CT/PMC3847212_1471-2482-13-S1-A2-6.png	ORGANISMS	LABELED	TRAIN
1471-2105-11-320-3-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-11-320-3-2.jpg	GRAPHICS	LABELED	TRAIN
1472-6807-11-12-1-4.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1472-6807-11-12-1-4.jpg	MOLECULAR	LABELED	TRAIN
1471-2156-10-45-1-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2156-10-45-1-2.jpg	GRAPHICS	LABELED	TRAIN
PMC3041762_1752-1947-5-52-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3041762_1752-1947-5-52-1.png	ORGANISMS	LABELED	TRAIN
1471-2407-10-235-2-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2407-10-235-2-5.jpg	MICROSCOPY	LABELED	TRAIN
1478-4491-4-20-2.jpg	GSYS	TRAIN	clef13	2013/train/GSYS/1478-4491-4-20-2.jpg	OTHER	LABELED	TRAIN
1742-4690-3-48-3-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1742-4690-3-48-3-2.jpg	EXPERIMENTAL	LABELED	TRAIN
1478-4505-7-23-2.jpg	GTAB	TRAIN	clef13	2013/train/GTAB/1478-4505-7-23-2.jpg	OTHER	LABELED	TRAIN
11373_2007_9226_Fig1_HTML-18.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/11373_2007_9226_Fig1_HTML-18.jpg	MICROSCOPY	LABELED	TRAIN
1752-1947-2-18-2.jpg	DRCT	TRAIN	clef13	2013/train/DRCT/1752-1947-2-18-2.jpg	ORGANISMS	LABELED	TRAIN
1471-2407-10-548-2-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2407-10-548-2-6.jpg	GRAPHICS	LABELED	TRAIN
1471-2482-4-15-4.jpg	DVEN	TRAIN	clef13	2013/train/DVEN/1471-2482-4-15-4.jpg	ORGANISMS	LABELED	TRAIN
1752-1947-1-97-2-6.jpg	DRCT	TRAIN	clef16	2016/train/DRCT/1752-1947-1-97-2-6.jpg	ORGANISMS	LABELED	TRAIN
1754-1611-4-13-1.jpg	GSYS	TRAIN	clef13	2013/train/GSYS/1754-1611-4-13-1.jpg	OTHER	LABELED	TRAIN
1749-8104-6-10-3-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1749-8104-6-10-3-5.jpg	MICROSCOPY	LABELED	TRAIN
PMC3815252_pone.0078926.g002.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3815252_pone.0078926.g002.png	ORGANISMS	LABELED	TRAIN
1476-4598-10-25-2-2.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1476-4598-10-25-2-2.jpg	MICROSCOPY	LABELED	TRAIN
1471-2164-9-343-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-343-2-4.jpg	GRAPHICS	LABELED	TRAIN
1471-2148-7-160-3-1.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2148-7-160-3-1.jpg	MOLECULAR	LABELED	TRAIN
1477-5956-8-54-1-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1477-5956-8-54-1-3.jpg	MICROSCOPY	LABELED	TRAIN
PMC4109205_1806-3713-jbpneu-40-03-00319-gf01.png	DRCT	TRAIN	openi	OPENI_CT/PMC4109205_1806-3713-jbpneu-40-03-00319-gf01.png	ORGANISMS	LABELED	TRAIN
1752-1947-5-351-4-4.jpg	DRMR	TRAIN	clef16	2016/train/DRMR/1752-1947-5-351-4-4.jpg	ORGANISMS	LABELED	TRAIN
PMC4832892_JMH-7-28-g001.png	DRMR	TRAIN	openi	OPENI_MRI/PMC4832892_JMH-7-28-g001.png	ORGANISMS	LABELED	TRAIN
1471-2121-8-22-2-4.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2121-8-22-2-4.jpg	MICROSCOPY	LABELED	TRAIN
PMC3921284_jkns-54-525-g003.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3921284_jkns-54-525-g003.png	ORGANISMS	LABELED	TRAIN
1471-2180-10-125-2-3.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1471-2180-10-125-2-3.jpg	MICROSCOPY	LABELED	TRAIN
1472-6785-3-9-1-3.jpg	GNCP	TRAIN	clef16	2016/train/GNCP/1472-6785-3-9-1-3.jpg	OTHER	LABELED	TRAIN
1471-2229-7-17-1-1.jpg	GTAB	TRAIN	clef16	2016/train/GTAB/1471-2229-7-17-1-1.jpg	OTHER	LABELED	TRAIN
PMC4556748_gr2.png	DRMR	TRAIN	openi	OPENI_MRI/PMC4556748_gr2.png	ORGANISMS	LABELED	TRAIN
1471-2105-8-359-3-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2105-8-359-3-3.jpg	GRAPHICS	LABELED	TRAIN
1471-2334-4-52-2-1.jpg	DRXR	TRAIN	clef16	2016/train/DRXR/1471-2334-4-52-2-1.jpg	ORGANISMS	LABELED	TRAIN
1471-2148-9-101-6-3.jpg	GGEN	TRAIN	clef16	2016/train/GGEN/1471-2148-9-101-6-3.jpg	MOLECULAR	LABELED	TRAIN
1471-2342-7-2-9-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2342-7-2-9-2.jpg	GRAPHICS	LABELED	TRAIN
bcr2924-2-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/bcr2924-2-2.jpg	GRAPHICS	LABELED	TRAIN
1471-2407-4-58-2-4.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2407-4-58-2-4.jpg	MICROSCOPY	LABELED	TRAIN
1471-2164-10-475-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-10-475-2-3.jpg	GRAPHICS	LABELED	TRAIN
1741-7007-7-29-7-8.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1741-7007-7-29-7-8.jpg	MICROSCOPY	LABELED	TRAIN
gb-2007-8-6-r100-6-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/gb-2007-8-6-r100-6-4.jpg	GRAPHICS	LABELED	TRAIN
1477-7819-8-74-4.jpg	DMLI	TRAIN	clef13	2013/train/DMLI/1477-7819-8-74-4.jpg	MICROSCOPY	LABELED	TRAIN
1471-2156-6-S1-S27-1-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2156-6-S1-S27-1-1.jpg	GRAPHICS	LABELED	TRAIN
1479-0556-5-8-3-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1479-0556-5-8-3-2.jpg	EXPERIMENTAL	LABELED	TRAIN
1471-2164-8-125-1-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-8-125-1-5.jpg	GRAPHICS	LABELED	TRAIN
1471-2091-7-13-5-2.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2091-7-13-5-2.jpg	EXPERIMENTAL	LABELED	TRAIN
1756-0500-1-45-2-9.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1756-0500-1-45-2-9.jpg	GRAPHICS	LABELED	TRAIN
1471-2180-7-102-4-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2180-7-102-4-3.jpg	GRAPHICS	LABELED	TRAIN
1476-9255-2-16-2-6.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1476-9255-2-16-2-6.jpg	GRAPHICS	LABELED	TRAIN
PMC2909991_1752-1947-4-205-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909991_1752-1947-4-205-3.png	ORGANISMS	LABELED	TRAIN
PMC3675308_kcj-43-336-g004.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3675308_kcj-43-336-g004.png	ORGANISMS	LABELED	TRAIN
1471-2164-9-272-3-1.jpg	GGEL	TRAIN	clef16	2016/train/GGEL/1471-2164-9-272-3-1.jpg	EXPERIMENTAL	LABELED	TRAIN
1744-9081-7-9-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1744-9081-7-9-2-4.jpg	GRAPHICS	LABELED	TRAIN
1471-2156-8-45-3-1.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2156-8-45-3-1.jpg	GRAPHICS	LABELED	TRAIN
1471-2164-9-503-2-3.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2164-9-503-2-3.jpg	GRAPHICS	LABELED	TRAIN
1423-0127-17-80-4-2.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1423-0127-17-80-4-2.jpg	GRAPHICS	LABELED	TRAIN
1746-1596-2-35-1.jpg	DMLI	TRAIN	clef13	2013/train/DMLI/1746-1596-2-35-1.jpg	MICROSCOPY	LABELED	TRAIN
gb-2009-10-10-r119-6-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/gb-2009-10-10-r119-6-4.jpg	GRAPHICS	LABELED	TRAIN
1743-8454-5-10-9.jpg	DMTR	TRAIN	clef13	2013/train/DMTR/1743-8454-5-10-9.jpg	MICROSCOPY	LABELED	TRAIN
1471-2105-8-S7-S20-11-3.jpg	DSEM	TRAIN	clef16	2016/train/DSEM/1471-2105-8-S7-S20-11-3.jpg	GRAPHICS	LABELED	TRAIN
PMC3649184_jscr-2010-10-2fig1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3649184_jscr-2010-10-2fig1.png	ORGANISMS	LABELED	TRAIN
PMC3580759_TOORTHJ-7-33_F8.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3580759_TOORTHJ-7-33_F8.png	ORGANISMS	LABELED	TRAIN
1471-2202-7-36-1-1.jpg	DMLI	TRAIN	clef16	2016/train/DMLI/1471-2202-7-36-1-1.jpg	MICROSCOPY	LABELED	TRAIN
1471-2164-10-S1-S13-2-1.jpg	D3DR	TRAIN	clef16	2016/train/D3DR/1471-2164-10-S1-S13-2-1.jpg	MOLECULAR	LABELED	TRAIN
PMC5035002_pone.0162940.g004-4.png	DRCT	TRAIN	openi	OPENI_CT/PMC5035002_pone.0162940.g004-4.png	ORGANISMS	LABELED	TRAIN
1471-2202-6-29-2-4.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1471-2202-6-29-2-4.jpg	GRAPHICS	LABELED	TRAIN
1471-2202-11-78-10-2.jpg	DMTR	TRAIN	clef16	2016/train/DMTR/1471-2202-11-78-10-2.jpg	MICROSCOPY	LABELED	TRAIN
PMC5033777_11832_2016_758_Fig3_HTML-2.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC5033777_11832_2016_758_Fig3_HTML-2.png	ORGANISMS	LABELED	TRAIN
1477-7819-6-4-2.jpg	DRCT	TRAIN	clef13	2013/train/DRCT/1477-7819-6-4-2.jpg	ORGANISMS	LABELED	TRAIN
1471-2148-9-270-2-5.jpg	DMFL	TRAIN	clef16	2016/train/DMFL/1471-2148-9-270-2-5.jpg	MICROSCOPY	LABELED	TRAIN
PMC3109793_IJN-21-69-g001-2.png	DRXR	TRAIN	openi	OPENI_XRAY/PMC3109793_IJN-21-69-g001-2.png	ORGANISMS	LABELED	TRAIN
1479-5876-6-59-2-5.jpg	GFIG	TRAIN	clef16	2016/train/GFIG/1479-5876-6-59-2-5.jpg	GRAPHICS	LABELED	TRAIN
PMC3104650_jocmr-02-180-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104650_jocmr-02-180-g002.png	ORGANISMS	LABELED	TRAIN
1476-5926-3-S1-S47-1-2.jpg	DMEL	TRAIN	clef16	2016/train/DMEL/1476-5926-3-S1-S47-1-2.jpg	MICROSCOPY	LABELED	TRAIN
