img	modality	set	source	img_path	higher_modality	caption	split_set	target
11373_2007_9226_Fig1_HTML-20.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-20.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
11373_2007_9226_Fig1_HTML-2.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-2.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	VAL	DMFL
11373_2007_9226_Fig1_HTML-3.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-3.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
11373_2007_9226_Fig1_HTML-4.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-4.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
11373_2007_9226_Fig1_HTML-5.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-5.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
11373_2007_9226_Fig1_HTML-6.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-6.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
11373_2007_9226_Fig1_HTML-7.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-7.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	VAL	DMFL
11373_2007_9226_Fig1_HTML-8.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-8.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	VAL	DMFL
11373_2007_9226_Fig1_HTML-9.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/11373_2007_9226_Fig1_HTML-9.jpg	MICROSCOPY	Colocalization of hNopp140, pol I and rDNA repeats. ( a ) Distribution of hNopp140 and pol I. The rounded-up mitotic cells were collected from HeLa culture by mechanical shake-off (upper panel; arrows for anaphase, arrowheads for telophase). The attached cells were at interphase (lower panel). Cells were subjected to double-fluorescent immunostaining of pol I and hNopp140. The DNA was counterstained with Hoechst 33258. ( b ) Distribution of hNopp140 and rDNA. HeLa cells at interphase were visualized in FISH experiments with a biotin labeled rDNA probe and a detector, avidin ï¿½ï¿½ rhodamin conjugate. The same cells were also immunofluorescence-stained with anti-hNopp140 mAb. Arrow, Cajal body. ( c ) rDNA colocalized with the ectopically expressed hNopp140. HeLa cells transfected with Flag-tagged full-length hNopp140 were processed for detecting the rDNA and the Flag-tagged proteins. Bars, 10 ï¿½ Î¼ m	TRAIN	DMFL
12178_2007_9007_Fig1_HTML-2.jpg	DMTR	TRAIN	clef16	subfigure-classification/2016/train/DMTR/12178_2007_9007_Fig1_HTML-2.jpg	MICROSCOPY	Steps of kyphoplasty,	TRAIN	DMTR
1423-0127-16-7-1-1.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-7-1-1.jpg	MICROSCOPY	Scanning electron microscope images of the TiO 2  nanoparticles . (A) C150, (B) C200, (C) EDS elemental spectrum of C200, (D)  S. aureus  and UV100, (E)  S. aureus  and C150, and (F)  S. aureus  and C200. Scale bars: 100 nm.	VAL	DMEL
1423-0127-16-7-1-2.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-7-1-2.jpg	MICROSCOPY	Scanning electron microscope images of the TiO 2  nanoparticles . (A) C150, (B) C200, (C) EDS elemental spectrum of C200, (D)  S. aureus  and UV100, (E)  S. aureus  and C150, and (F)  S. aureus  and C200. Scale bars: 100 nm.	TRAIN	DMEL
1423-0127-16-7-1-4.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-7-1-4.jpg	MICROSCOPY	Scanning electron microscope images of the TiO 2  nanoparticles . (A) C150, (B) C200, (C) EDS elemental spectrum of C200, (D)  S. aureus  and UV100, (E)  S. aureus  and C150, and (F)  S. aureus  and C200. Scale bars: 100 nm.	VAL	DMEL
1423-0127-16-7-1-5.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-7-1-5.jpg	MICROSCOPY	Scanning electron microscope images of the TiO 2  nanoparticles . (A) C150, (B) C200, (C) EDS elemental spectrum of C200, (D)  S. aureus  and UV100, (E)  S. aureus  and C150, and (F)  S. aureus  and C200. Scale bars: 100 nm.	TRAIN	DMEL
1423-0127-16-7-1-6.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-7-1-6.jpg	MICROSCOPY	Scanning electron microscope images of the TiO 2  nanoparticles . (A) C150, (B) C200, (C) EDS elemental spectrum of C200, (D)  S. aureus  and UV100, (E)  S. aureus  and C150, and (F)  S. aureus  and C200. Scale bars: 100 nm.	VAL	DMEL
1423-0127-16-88-1-1.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-16-88-1-1.jpg	MICROSCOPY	Trophoblast differentiation from embryoid bodies on the biomimetic platform . Panel (a) shows a non-cystic early EB. Panel (b) shows a late cytic EB with clear fluid filled cavity (red arrow) and a small mass of cells similar to inner cell mass (ICM) of an embryos (green arrowhead) pushed towards the top. Panel (c) shows a cystic EB outgrowing on the biomimetic platform on day 16. Panels (d) and (e) immunolocalization of trophoblast markers cytokeratin 8/Troma1 (red) and SSEA1 (green) in cytic EB outgrowths at early day 8. Blue (DAPI stain) represent the nuclei. This shows the evidences for the first signs for clear and distinct trophoblast cell differentiation from cystic EBs as early as day 8.,	TRAIN	DMEL
1423-0127-16-88-1-3.jpg	DMLI	TRAIN	clef16	subfigure-classification/2016/train/DMLI/1423-0127-16-88-1-3.jpg	MICROSCOPY	Trophoblast differentiation from embryoid bodies on the biomimetic platform . Panel (a) shows a non-cystic early EB. Panel (b) shows a late cytic EB with clear fluid filled cavity (red arrow) and a small mass of cells similar to inner cell mass (ICM) of an embryos (green arrowhead) pushed towards the top. Panel (c) shows a cystic EB outgrowing on the biomimetic platform on day 16. Panels (d) and (e) immunolocalization of trophoblast markers cytokeratin 8/Troma1 (red) and SSEA1 (green) in cytic EB outgrowths at early day 8. Blue (DAPI stain) represent the nuclei. This shows the evidences for the first signs for clear and distinct trophoblast cell differentiation from cystic EBs as early as day 8.,	TRAIN	DMLI
1423-0127-16-88-1-4.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-16-88-1-4.jpg	MICROSCOPY	Trophoblast differentiation from embryoid bodies on the biomimetic platform . Panel (a) shows a non-cystic early EB. Panel (b) shows a late cytic EB with clear fluid filled cavity (red arrow) and a small mass of cells similar to inner cell mass (ICM) of an embryos (green arrowhead) pushed towards the top. Panel (c) shows a cystic EB outgrowing on the biomimetic platform on day 16. Panels (d) and (e) immunolocalization of trophoblast markers cytokeratin 8/Troma1 (red) and SSEA1 (green) in cytic EB outgrowths at early day 8. Blue (DAPI stain) represent the nuclei. This shows the evidences for the first signs for clear and distinct trophoblast cell differentiation from cystic EBs as early as day 8.,	TRAIN	DMFL
1423-0127-16-88-1-5.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-16-88-1-5.jpg	MICROSCOPY	Trophoblast differentiation from embryoid bodies on the biomimetic platform . Panel (a) shows a non-cystic early EB. Panel (b) shows a late cytic EB with clear fluid filled cavity (red arrow) and a small mass of cells similar to inner cell mass (ICM) of an embryos (green arrowhead) pushed towards the top. Panel (c) shows a cystic EB outgrowing on the biomimetic platform on day 16. Panels (d) and (e) immunolocalization of trophoblast markers cytokeratin 8/Troma1 (red) and SSEA1 (green) in cytic EB outgrowths at early day 8. Blue (DAPI stain) represent the nuclei. This shows the evidences for the first signs for clear and distinct trophoblast cell differentiation from cystic EBs as early as day 8.,	TRAIN	DMFL
1423-0127-17-77-3-1.jpg	DMEL	TRAIN	clef16	subfigure-classification/2016/train/DMEL/1423-0127-17-77-3-1.jpg	MICROSCOPY	Transfection of SUNE1 cell with  LMP1  induces apoptotic cell death . SUNE1 cells were transiently transfected with pTracer vector (A and B) or  LMP1  expression plasmid, pTracer-LMP1 (C and D). Cell morphology was monitored under bright-field microscopy (A and C) as well as dark field microscopy (B and D). Expression of the green fluorescence protein, GFP, is observed as green colored cells.	TRAIN	DMEL
1423-0127-17-77-3-2.jpg	DMLI	TRAIN	clef16	subfigure-classification/2016/train/DMLI/1423-0127-17-77-3-2.jpg	MICROSCOPY	Transfection of SUNE1 cell with  LMP1  induces apoptotic cell death . SUNE1 cells were transiently transfected with pTracer vector (A and B) or  LMP1  expression plasmid, pTracer-LMP1 (C and D). Cell morphology was monitored under bright-field microscopy (A and C) as well as dark field microscopy (B and D). Expression of the green fluorescence protein, GFP, is observed as green colored cells.	TRAIN	DMLI
1423-0127-17-77-3-3.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-17-77-3-3.jpg	MICROSCOPY	Transfection of SUNE1 cell with  LMP1  induces apoptotic cell death . SUNE1 cells were transiently transfected with pTracer vector (A and B) or  LMP1  expression plasmid, pTracer-LMP1 (C and D). Cell morphology was monitored under bright-field microscopy (A and C) as well as dark field microscopy (B and D). Expression of the green fluorescence protein, GFP, is observed as green colored cells.	VAL	DMFL
1423-0127-17-77-3-4.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-17-77-3-4.jpg	MICROSCOPY	Transfection of SUNE1 cell with  LMP1  induces apoptotic cell death . SUNE1 cells were transiently transfected with pTracer vector (A and B) or  LMP1  expression plasmid, pTracer-LMP1 (C and D). Cell morphology was monitored under bright-field microscopy (A and C) as well as dark field microscopy (B and D). Expression of the green fluorescence protein, GFP, is observed as green colored cells.	TRAIN	DMFL
1423-0127-18-32-6-1.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-18-32-6-1.jpg	MICROSCOPY	Co-localization of PKA and nNOS proteins in NTS . Confocal microscopic images of NTS showing immunofluorescence staining for nNOS (A, Alexa Fluor 546), PKA (B, Alexa Fluor 488), or cell nuclei (C, DAPI). The merged image (D) showing single staining for PKA (arrowhead) or double immunofluorescence staining (yellow color) for PKA and nNOS (arrows). Scale bar: 25  Î¼ m.	TRAIN	DMFL
1423-0127-18-32-6-2.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-18-32-6-2.jpg	MICROSCOPY	Co-localization of PKA and nNOS proteins in NTS . Confocal microscopic images of NTS showing immunofluorescence staining for nNOS (A, Alexa Fluor 546), PKA (B, Alexa Fluor 488), or cell nuclei (C, DAPI). The merged image (D) showing single staining for PKA (arrowhead) or double immunofluorescence staining (yellow color) for PKA and nNOS (arrows). Scale bar: 25  Î¼ m.	TRAIN	DMFL
1423-0127-18-32-6-3.jpg	DMFL	TRAIN	clef16	subfigure-classification/2016/train/DMFL/1423-0127-18-32-6-3.jpg	MICROSCOPY	Co-localization of PKA and nNOS proteins in NTS . Confocal microscopic images of NTS showing immunofluorescence staining for nNOS (A, Alexa Fluor 546), PKA (B, Alexa Fluor 488), or cell nuclei (C, DAPI). The merged image (D) showing single staining for PKA (arrowhead) or double immunofluorescence staining (yellow color) for PKA and nNOS (arrows). Scale bar: 25  Î¼ m.	TRAIN	DMFL
