img	modality	set	source	img_path	higher_modality	caption	split_set
1471-2105-11-S6-S23-4-1.jpg	photos	TRAIN	clef16	2016/train/DVDM/1471-2105-11-S6-S23-4-1.jpg	ORGANISMS	The mask of Figure  3   is applied to a raw dermoscopy image (a).  The process removed the noise in upper-right corner as shown in (b). The mask of Figure 3  is employed as denoising filter on current image. Also, most of the bubbles are disappeared on the left of the original image (a).	TRAIN
1471-2156-8-45-2-1.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-1.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2156-8-45-2-2.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-2.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2156-8-45-2-3.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-3.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2156-8-45-2-4.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-4.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2156-8-45-2-5.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-5.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2156-8-45-2-6.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2156-8-45-2-6.jpg	ORGANISMS	Comparison of iris disease in 13 months old D2 mice and D2. Tyrp1 B6 Gpnmb B6  mice.  A  and  D  show broad-beam illumination,  B  and  E  show transillumination defects and  C  and  F  show the relative dimensions of the anterior chamber.  A-C . In D2 mice, the iris disease involves iris stromal atrophy, transillumination defects and progressive depigmentation with abnormal dispersal of iris pigment into the anterior chamber.  D-F . In contrast, D2. Tyrp1 B6 Gpnmb B6  mice show no iris pigment disease, transillumination defects or alteration of the anterior chamber.	TRAIN
1471-2202-11-138-2-1.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2202-11-138-2-1.jpg	ORGANISMS	Localization of transplanted cells and in situ proliferation at the infarct border in experimental model . (A-C) are images of coronal cerebral slices showing the impact of occlusion 6 hours post-occlusion, with the infarct appearing as pale area marked with broken line. Hematoxylin and eosin (H.E.) stain illustrates loss of relatively large cells and infiltration of small cells at the border of the infarct (D). Paired cellular profiles are seen peripheral to the infarct border or the infarct penumbra (E). At low magnification, a large number of transplanted bone marrow cells pre-labeled by PKH26 (red fluorescence) are present in the infarct penumbra 7 days post lesion (F). The labeled cells are small and may occur in cluster (G). No fluorescent cells exist in the cerebral cortex of mice received vehicle infusion (H). In situ cell division reflected by immunoreactivity of proliferating cell nuclear antigen (PCNA) occurs predominantly at the infarct border (I) and penumbra (J), appearing as brown immunoreactive nuclei in hematoxylin counter-stained section.	TRAIN
1471-2202-11-138-2-2.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2202-11-138-2-2.jpg	ORGANISMS	Localization of transplanted cells and in situ proliferation at the infarct border in experimental model . (A-C) are images of coronal cerebral slices showing the impact of occlusion 6 hours post-occlusion, with the infarct appearing as pale area marked with broken line. Hematoxylin and eosin (H.E.) stain illustrates loss of relatively large cells and infiltration of small cells at the border of the infarct (D). Paired cellular profiles are seen peripheral to the infarct border or the infarct penumbra (E). At low magnification, a large number of transplanted bone marrow cells pre-labeled by PKH26 (red fluorescence) are present in the infarct penumbra 7 days post lesion (F). The labeled cells are small and may occur in cluster (G). No fluorescent cells exist in the cerebral cortex of mice received vehicle infusion (H). In situ cell division reflected by immunoreactivity of proliferating cell nuclear antigen (PCNA) occurs predominantly at the infarct border (I) and penumbra (J), appearing as brown immunoreactive nuclei in hematoxylin counter-stained section.	TRAIN
1471-2202-11-138-2-3.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2202-11-138-2-3.jpg	ORGANISMS	Localization of transplanted cells and in situ proliferation at the infarct border in experimental model . (A-C) are images of coronal cerebral slices showing the impact of occlusion 6 hours post-occlusion, with the infarct appearing as pale area marked with broken line. Hematoxylin and eosin (H.E.) stain illustrates loss of relatively large cells and infiltration of small cells at the border of the infarct (D). Paired cellular profiles are seen peripheral to the infarct border or the infarct penumbra (E). At low magnification, a large number of transplanted bone marrow cells pre-labeled by PKH26 (red fluorescence) are present in the infarct penumbra 7 days post lesion (F). The labeled cells are small and may occur in cluster (G). No fluorescent cells exist in the cerebral cortex of mice received vehicle infusion (H). In situ cell division reflected by immunoreactivity of proliferating cell nuclear antigen (PCNA) occurs predominantly at the infarct border (I) and penumbra (J), appearing as brown immunoreactive nuclei in hematoxylin counter-stained section.	TRAIN
1471-2202-11-1-4-2.jpg	other	TRAIN	clef16	2016/train/DRMR/1471-2202-11-1-4-2.jpg	ORGANISMS	Bar graphs of T 2  relaxivity measured from parametric T 2  maps generated from T2W MRI scans acquired 3 weeks post-lesion from saline and lactacystin-injected animals . (A) No significant difference in T 2  was observed in the striatum between saline and lactacystin-injected animals. By contrast, moderate, but significant reductions in T 2  were observed in the ventral midbrain (C) and substantia nigra (E) of lactacystin-injected animals compared to saline controls. Example ROIs used to generate quantitative T 2  data are shown for striatum in (B), ventral midbrain (D) and substantia nigra (F), respectively. Data shown are the ratio of T 2  between the contralateral and ipsilateral hemispheres  Â±  SEM for saline and lactacystin-injected animals, respectively. * p  <  0.05; saline vs. lactacystin.	TRAIN
1471-2202-11-1-4-4.jpg	other	TRAIN	clef16	2016/train/DRMR/1471-2202-11-1-4-4.jpg	ORGANISMS	Bar graphs of T 2  relaxivity measured from parametric T 2  maps generated from T2W MRI scans acquired 3 weeks post-lesion from saline and lactacystin-injected animals . (A) No significant difference in T 2  was observed in the striatum between saline and lactacystin-injected animals. By contrast, moderate, but significant reductions in T 2  were observed in the ventral midbrain (C) and substantia nigra (E) of lactacystin-injected animals compared to saline controls. Example ROIs used to generate quantitative T 2  data are shown for striatum in (B), ventral midbrain (D) and substantia nigra (F), respectively. Data shown are the ratio of T 2  between the contralateral and ipsilateral hemispheres  Â±  SEM for saline and lactacystin-injected animals, respectively. * p  <  0.05; saline vs. lactacystin.	VAL
1471-2202-11-1-4-6.jpg	other	TRAIN	clef16	2016/train/DRMR/1471-2202-11-1-4-6.jpg	ORGANISMS	Bar graphs of T 2  relaxivity measured from parametric T 2  maps generated from T2W MRI scans acquired 3 weeks post-lesion from saline and lactacystin-injected animals . (A) No significant difference in T 2  was observed in the striatum between saline and lactacystin-injected animals. By contrast, moderate, but significant reductions in T 2  were observed in the ventral midbrain (C) and substantia nigra (E) of lactacystin-injected animals compared to saline controls. Example ROIs used to generate quantitative T 2  data are shown for striatum in (B), ventral midbrain (D) and substantia nigra (F), respectively. Data shown are the ratio of T 2  between the contralateral and ipsilateral hemispheres  Â±  SEM for saline and lactacystin-injected animals, respectively. * p  <  0.05; saline vs. lactacystin.	TRAIN
1471-2202-6-29-4-1.jpg	other	TRAIN	clef16	2016/train/DRAN/1471-2202-6-29-4-1.jpg	ORGANISMS	Scatter plots of contralateral vs. bilateral response of 2 subjects. For each plot, values of individual pixels are plotted as a function of the absorbance measured at that pixel evoked by the contralateral stimulus (horizontal axis) vs. the response measured at the same locus (or pixel) evoked by the bilateral stimulus (vertical axis).  Top panel:  cortical images taken with green filter, superimposed axes indicate anatomical orientation. Pixels superimposed on cortical image were selected using a threshold criteria (highest 5%) in response to both stimulus conditions and are represented by blue dots. Reference line, plotted at a slope of 1, indicates where pixels with equal values for both conditions lie.,	TRAIN
1471-2202-6-29-4-2.jpg	other	TRAIN	clef16	2016/train/DRAN/1471-2202-6-29-4-2.jpg	ORGANISMS	Scatter plots of contralateral vs. bilateral response of 2 subjects. For each plot, values of individual pixels are plotted as a function of the absorbance measured at that pixel evoked by the contralateral stimulus (horizontal axis) vs. the response measured at the same locus (or pixel) evoked by the bilateral stimulus (vertical axis).  Top panel:  cortical images taken with green filter, superimposed axes indicate anatomical orientation. Pixels superimposed on cortical image were selected using a threshold criteria (highest 5%) in response to both stimulus conditions and are represented by blue dots. Reference line, plotted at a slope of 1, indicates where pixels with equal values for both conditions lie.,	TRAIN
1471-230X-10-142-6-1.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-10-142-6-1.jpg	ORGANISMS	Cannulation of ectopic CBD opening in case of AS . Blind cannulation while endoscope is proximal to AS (A). Tight AS and air in the bile ducts (left); cannulation on the stomach side shown (right)(B). Stone removal on the stomach side in the same patient (C).,	TRAIN
1471-230X-10-142-6-2.jpg	other	TRAIN	clef16	2016/train/DRAN/1471-230X-10-142-6-2.jpg	ORGANISMS	Cannulation of ectopic CBD opening in case of AS . Blind cannulation while endoscope is proximal to AS (A). Tight AS and air in the bile ducts (left); cannulation on the stomach side shown (right)(B). Stone removal on the stomach side in the same patient (C).,	TRAIN
1471-230X-10-142-6-3.jpg	other	TRAIN	clef16	2016/train/DRAN/1471-230X-10-142-6-3.jpg	ORGANISMS	Cannulation of ectopic CBD opening in case of AS . Blind cannulation while endoscope is proximal to AS (A). Tight AS and air in the bile ducts (left); cannulation on the stomach side shown (right)(B). Stone removal on the stomach side in the same patient (C).,	VAL
1471-230X-10-142-6-4.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-10-142-6-4.jpg	ORGANISMS	Cannulation of ectopic CBD opening in case of AS . Blind cannulation while endoscope is proximal to AS (A). Tight AS and air in the bile ducts (left); cannulation on the stomach side shown (right)(B). Stone removal on the stomach side in the same patient (C).,	TRAIN
1471-230X-11-29-3-1.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-11-29-3-1.jpg	ORGANISMS	Classification of colonoscopy findings . A: Normal mucosa without erosion or ulcer. B: Mucosal edema and erosion without ulcer. C: Punched-out ulcer. D: Extensive ulcer.,	TRAIN
1471-230X-11-29-3-2.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-11-29-3-2.jpg	ORGANISMS	Classification of colonoscopy findings . A: Normal mucosa without erosion or ulcer. B: Mucosal edema and erosion without ulcer. C: Punched-out ulcer. D: Extensive ulcer.,	TRAIN
1471-230X-11-29-3-3.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-11-29-3-3.jpg	ORGANISMS	Classification of colonoscopy findings . A: Normal mucosa without erosion or ulcer. B: Mucosal edema and erosion without ulcer. C: Punched-out ulcer. D: Extensive ulcer.,	VAL
1471-230X-11-29-3-4.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-11-29-3-4.jpg	ORGANISMS	Classification of colonoscopy findings . A: Normal mucosa without erosion or ulcer. B: Mucosal edema and erosion without ulcer. C: Punched-out ulcer. D: Extensive ulcer.,	TRAIN
1471-230X-11-59-3-1.jpg	photos	TRAIN	clef16	2016/train/DVEN/1471-230X-11-59-3-1.jpg	ORGANISMS	Colonoscopy findings . (A) Conventional colonoscopy showed a protruding lesion with central depression in the transverse colon, 12 mm in diameter. Its stalk was severely thickened, suggesting cancer invasion. (B) Chromoendoscopy with 0.4% indigo-carmine dye clearly showed the depressed area and non-neoplastic mucosa covering the edge of the cancer, suggesting that this tumour followed a non-polypoid growth (NPG)-type pattern. (C, D) Magnified NBI (Narrow Band Imaging) micrograph of the central depressed area, showing loose, irregular capillary vessels. We diagnosed the tumour as type IIIB according to Sano's classification, which suggests the possibility of deep cancer invasion of the submucosal layer. (E) Magnified view with 0.05% crystal violet staining of the surface of the central depression with a severe irregular pit pattern identified in the demarcated area.	TRAIN
1471-230X-11-59-3-3.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-230X-11-59-3-3.jpg	ORGANISMS	Colonoscopy findings . (A) Conventional colonoscopy showed a protruding lesion with central depression in the transverse colon, 12 mm in diameter. Its stalk was severely thickened, suggesting cancer invasion. (B) Chromoendoscopy with 0.4% indigo-carmine dye clearly showed the depressed area and non-neoplastic mucosa covering the edge of the cancer, suggesting that this tumour followed a non-polypoid growth (NPG)-type pattern. (C, D) Magnified NBI (Narrow Band Imaging) micrograph of the central depressed area, showing loose, irregular capillary vessels. We diagnosed the tumour as type IIIB according to Sano's classification, which suggests the possibility of deep cancer invasion of the submucosal layer. (E) Magnified view with 0.05% crystal violet staining of the surface of the central depression with a severe irregular pit pattern identified in the demarcated area.	VAL
1471-230X-11-59-3-4.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-230X-11-59-3-4.jpg	ORGANISMS	Colonoscopy findings . (A) Conventional colonoscopy showed a protruding lesion with central depression in the transverse colon, 12 mm in diameter. Its stalk was severely thickened, suggesting cancer invasion. (B) Chromoendoscopy with 0.4% indigo-carmine dye clearly showed the depressed area and non-neoplastic mucosa covering the edge of the cancer, suggesting that this tumour followed a non-polypoid growth (NPG)-type pattern. (C, D) Magnified NBI (Narrow Band Imaging) micrograph of the central depressed area, showing loose, irregular capillary vessels. We diagnosed the tumour as type IIIB according to Sano's classification, which suggests the possibility of deep cancer invasion of the submucosal layer. (E) Magnified view with 0.05% crystal violet staining of the surface of the central depression with a severe irregular pit pattern identified in the demarcated area.	TRAIN
1471-2318-10-43-2-1.jpg	photos	TRAIN	clef16	2016/train/DVDM/1471-2318-10-43-2-1.jpg	ORGANISMS	The muscle biopsy procedure . A. The leg was exposed from the groin crease down to the ankle. The biopsy area over the vastus lateralis was shaved of hair, marked and isolated with a sterile drape that had a 10 cm aperture B. After the skin and subcutaneous tissue was infiltrated with local anaesthetic, the skin was punctured with a size 11 scalpel down to the fascia and the conchotome was inserted into the track made by the scalpel. The conchotome was rotated through 90 Â°  to cut the muscle C. Sustained pressure for 5 minutes was applied over the 5-10 mm incision to minimise bleeding D. The wound was closed with steri-strips and was dressed with absorbent dressing.,	TRAIN
1471-2318-10-43-2-2.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2318-10-43-2-2.jpg	ORGANISMS	The muscle biopsy procedure . A. The leg was exposed from the groin crease down to the ankle. The biopsy area over the vastus lateralis was shaved of hair, marked and isolated with a sterile drape that had a 10 cm aperture B. After the skin and subcutaneous tissue was infiltrated with local anaesthetic, the skin was punctured with a size 11 scalpel down to the fascia and the conchotome was inserted into the track made by the scalpel. The conchotome was rotated through 90 Â°  to cut the muscle C. Sustained pressure for 5 minutes was applied over the 5-10 mm incision to minimise bleeding D. The wound was closed with steri-strips and was dressed with absorbent dressing.,	TRAIN
1471-2318-10-43-2-3.jpg	photos	TRAIN	clef16	2016/train/DVDM/1471-2318-10-43-2-3.jpg	ORGANISMS	The muscle biopsy procedure . A. The leg was exposed from the groin crease down to the ankle. The biopsy area over the vastus lateralis was shaved of hair, marked and isolated with a sterile drape that had a 10 cm aperture B. After the skin and subcutaneous tissue was infiltrated with local anaesthetic, the skin was punctured with a size 11 scalpel down to the fascia and the conchotome was inserted into the track made by the scalpel. The conchotome was rotated through 90 Â°  to cut the muscle C. Sustained pressure for 5 minutes was applied over the 5-10 mm incision to minimise bleeding D. The wound was closed with steri-strips and was dressed with absorbent dressing.,	TRAIN
1471-2318-10-43-2-4.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2318-10-43-2-4.jpg	ORGANISMS	The muscle biopsy procedure . A. The leg was exposed from the groin crease down to the ankle. The biopsy area over the vastus lateralis was shaved of hair, marked and isolated with a sterile drape that had a 10 cm aperture B. After the skin and subcutaneous tissue was infiltrated with local anaesthetic, the skin was punctured with a size 11 scalpel down to the fascia and the conchotome was inserted into the track made by the scalpel. The conchotome was rotated through 90 Â°  to cut the muscle C. Sustained pressure for 5 minutes was applied over the 5-10 mm incision to minimise bleeding D. The wound was closed with steri-strips and was dressed with absorbent dressing.,	TRAIN
1471-2318-9-1-2-1.jpg	other	TRAIN	clef16	2016/train/DRMR/1471-2318-9-1-2-1.jpg	ORGANISMS	Part A: Sagittal view of right knee, arrows pointing to segmented (colored areas) areas of tibial cartilage (Medial = right-hand side, Lateral = left-hand side) using Chondrometrics software . Part B: Medial (blue) and lateral (green) joint surface areas representing the tibial bone covered with articular cartilage.,	TRAIN
1471-2334-10-237-1-1.jpg	photos	TRAIN	clef16	2016/train/DVDM/1471-2334-10-237-1-1.jpg	ORGANISMS	Anatomic distribution of the ulcers on the plantar region . Of 51 plantar ulcers, 33 were on right feet and 18 were on left feet. Ulcers were more common on the areas of the sole that bear weight during walking and standing. The little black circles indicate isolated lesions that were not included in the pictured percentages.	TRAIN
1471-2334-10-237-1-2.jpg	photos	TRAIN	clef16	2016/train/DVOR/1471-2334-10-237-1-2.jpg	ORGANISMS	Anatomic distribution of the ulcers on the plantar region . Of 51 plantar ulcers, 33 were on right feet and 18 were on left feet. Ulcers were more common on the areas of the sole that bear weight during walking and standing. The little black circles indicate isolated lesions that were not included in the pictured percentages.	TRAIN
1471-2334-10-64-1-1.jpg	mri/ct	TRAIN	clef16	2016/train/DRCT/1471-2334-10-64-1-1.jpg	ORGANISMS	Chest CT finding of COP . A: HRCT was performed before glucocorticoids were administered, and showed patchy areas of ground-glass attenuation and consolidation in the lower lobes that contained air bronchograms. B: A follow-up HRCT was performed 8 days after glucocorticoid administration. It showed improvement in both the lungs with few residual lesions.	TRAIN
1471-2334-10-64-1-2.jpg	mri/ct	TRAIN	clef16	2016/train/DRCT/1471-2334-10-64-1-2.jpg	ORGANISMS	Chest CT finding of COP . A: HRCT was performed before glucocorticoids were administered, and showed patchy areas of ground-glass attenuation and consolidation in the lower lobes that contained air bronchograms. B: A follow-up HRCT was performed 8 days after glucocorticoid administration. It showed improvement in both the lungs with few residual lesions.	TRAIN
1471-2334-4-52-2-1.jpg	x-rays	TRAIN	clef16	2016/train/DRXR/1471-2334-4-52-2-1.jpg	ORGANISMS	A  ï¿½ï¿½  Chest radiograph of a patient with  Pneumocystis jiroveci  pneumonia showing bilateral, diffuse interstitial infiltrates B  ï¿½ï¿½  Contrast enhanced computed tomographic (CT) scan of chest showing mediastinal lymphadenopathy in a patient with disseminated tuberculosis. Typical central necrosis evident as low attenuation areas (arrows) is seen C  ï¿½ï¿½  Contrast enhanced CT scan of brain showing ring enhancing lesions in the basal ganglia bilaterally (arrows). Serology was positive for toxoplasma infection D  ï¿½ï¿½  Ophthalmoscopic image of a patient with cytomegalovirus retinitis E  ï¿½ï¿½  Non-Hodgkin's lymphoma in a HIV-infected lady presenting as unilateral maxillary swelling F  ï¿½ï¿½  Contrast enhanced CT scan of abdomen reveals an oedematous and enlarged pancreas (asterisk) suggestive of acute pancreatitis. The patient was on didanosine and improved following withdrawal of the same and supportive treatment.	TRAIN
1471-2334-4-52-2-2.jpg	mri/ct	TRAIN	clef16	2016/train/DRCT/1471-2334-4-52-2-2.jpg	ORGANISMS	A  ï¿½ï¿½  Chest radiograph of a patient with  Pneumocystis jiroveci  pneumonia showing bilateral, diffuse interstitial infiltrates B  ï¿½ï¿½  Contrast enhanced computed tomographic (CT) scan of chest showing mediastinal lymphadenopathy in a patient with disseminated tuberculosis. Typical central necrosis evident as low attenuation areas (arrows) is seen C  ï¿½ï¿½  Contrast enhanced CT scan of brain showing ring enhancing lesions in the basal ganglia bilaterally (arrows). Serology was positive for toxoplasma infection D  ï¿½ï¿½  Ophthalmoscopic image of a patient with cytomegalovirus retinitis E  ï¿½ï¿½  Non-Hodgkin's lymphoma in a HIV-infected lady presenting as unilateral maxillary swelling F  ï¿½ï¿½  Contrast enhanced CT scan of abdomen reveals an oedematous and enlarged pancreas (asterisk) suggestive of acute pancreatitis. The patient was on didanosine and improved following withdrawal of the same and supportive treatment.	TRAIN
1471-2334-4-52-2-3.jpg	other	TRAIN	clef16	2016/train/DRMR/1471-2334-4-52-2-3.jpg	ORGANISMS	A  ï¿½ï¿½  Chest radiograph of a patient with  Pneumocystis jiroveci  pneumonia showing bilateral, diffuse interstitial infiltrates B  ï¿½ï¿½  Contrast enhanced computed tomographic (CT) scan of chest showing mediastinal lymphadenopathy in a patient with disseminated tuberculosis. Typical central necrosis evident as low attenuation areas (arrows) is seen C  ï¿½ï¿½  Contrast enhanced CT scan of brain showing ring enhancing lesions in the basal ganglia bilaterally (arrows). Serology was positive for toxoplasma infection D  ï¿½ï¿½  Ophthalmoscopic image of a patient with cytomegalovirus retinitis E  ï¿½ï¿½  Non-Hodgkin's lymphoma in a HIV-infected lady presenting as unilateral maxillary swelling F  ï¿½ï¿½  Contrast enhanced CT scan of abdomen reveals an oedematous and enlarged pancreas (asterisk) suggestive of acute pancreatitis. The patient was on didanosine and improved following withdrawal of the same and supportive treatment.	TRAIN
