img	modality	set	source	img_path	higher_modality	caption	split_set
PMC1481628_1477-7819-4-27-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC1481628_1477-7819-4-27-1.png	ORGANISMS	skipped	TRAIN
PMC1482706_1477-7819-4-25-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC1482706_1477-7819-4-25-1.png	ORGANISMS	skipped	TRAIN
PMC1654154_1477-7819-4-78-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC1654154_1477-7819-4-78-1.png	ORGANISMS	skipped	TRAIN
PMC1654154_1477-7819-4-78-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC1654154_1477-7819-4-78-3.png	ORGANISMS	skipped	TRAIN
PMC1654154_1477-7819-4-78-4.png	DRCT	TRAIN	openi	OPENI_CT/PMC1654154_1477-7819-4-78-4.png	ORGANISMS	skipped	TRAIN
PMC1654154_1477-7819-4-78-5.png	DRCT	TRAIN	openi	OPENI_CT/PMC1654154_1477-7819-4-78-5.png	ORGANISMS	skipped	TRAIN
PMC2288609_1752-1947-2-76-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2288609_1752-1947-2-76-2.png	ORGANISMS	skipped	TRAIN
PMC2459161_1750-1172-3-12-7.png	DRCT	TRAIN	openi	OPENI_CT/PMC2459161_1750-1172-3-12-7.png	ORGANISMS	skipped	TRAIN
PMC2459180_1749-8090-3-39-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2459180_1749-8090-3-39-1.png	ORGANISMS	skipped	TRAIN
PMC2459199_1752-1947-2-214-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2459199_1752-1947-2-214-1.png	ORGANISMS	skipped	TRAIN
PMC2459199_1752-1947-2-214-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC2459199_1752-1947-2-214-3.png	ORGANISMS	skipped	TRAIN
PMC2563016_1752-1947-2-308-4.png	DRCT	TRAIN	openi	OPENI_CT/PMC2563016_1752-1947-2-308-4.png	ORGANISMS	skipped	TRAIN
PMC2566562_1757-1626-1-203-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2566562_1757-1626-1-203-1.png	ORGANISMS	skipped	TRAIN
PMC2566572_1477-7819-6-103-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2566572_1477-7819-6-103-1.png	ORGANISMS	skipped	TRAIN
PMC2566573_1477-7819-6-106-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2566573_1477-7819-6-106-2.png	ORGANISMS	skipped	TRAIN
PMC2734899_JMAS-05-40-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2734899_JMAS-05-40-g002.png	ORGANISMS	skipped	TRAIN
PMC2734902_JMAS-05-49-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2734902_JMAS-05-49-g001.png	ORGANISMS	skipped	TRAIN
PMC2734942_CRM2009-790715.004.png	DRCT	TRAIN	openi	OPENI_CT/PMC2734942_CRM2009-790715.004.png	ORGANISMS	skipped	TRAIN
PMC2737753_1752-1947-0003-0000008458-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737753_1752-1947-0003-0000008458-2.png	ORGANISMS	skipped	TRAIN
PMC2737763_1752-1947-0003-0000008626-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737763_1752-1947-0003-0000008626-1.png	ORGANISMS	skipped	TRAIN
PMC2737768_1752-1947-0003-0000007285-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737768_1752-1947-0003-0000007285-1.png	ORGANISMS	skipped	TRAIN
PMC2737775_1752-1947-0003-0000007426-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737775_1752-1947-0003-0000007426-1.png	ORGANISMS	skipped	TRAIN
PMC2737776_1752-1947-0003-0000007495-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737776_1752-1947-0003-0000007495-1.png	ORGANISMS	skipped	TRAIN
PMC2737779_1752-1947-0003-0000007419-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737779_1752-1947-0003-0000007419-2.png	ORGANISMS	skipped	TRAIN
PMC2737782_1752-1947-0003-0000007331-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737782_1752-1947-0003-0000007331-1.png	ORGANISMS	skipped	TRAIN
PMC2737788_1752-1947-0003-0000007318-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737788_1752-1947-0003-0000007318-1.png	ORGANISMS	skipped	TRAIN
PMC2737793_1752-1947-0003-0000008704-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737793_1752-1947-0003-0000008704-1.png	ORGANISMS	skipped	TRAIN
PMC2737793_1752-1947-0003-0000008704-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737793_1752-1947-0003-0000008704-2.png	ORGANISMS	skipped	TRAIN
PMC2737795_1752-1947-0003-0000008702-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2737795_1752-1947-0003-0000008702-2.png	ORGANISMS	skipped	TRAIN
PMC2841093_1743-8454-7-6-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841093_1743-8454-7-6-1.png	ORGANISMS	skipped	TRAIN
PMC2841421_SJG-15-196-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841421_SJG-15-196-g001.png	ORGANISMS	skipped	TRAIN
PMC2841425_SJG-15-213-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841425_SJG-15-213-g002.png	ORGANISMS	skipped	TRAIN
PMC2841463_ASM-29-319-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841463_ASM-29-319-g002.png	ORGANISMS	skipped	TRAIN
PMC2841604_1824-7288-36-1-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841604_1824-7288-36-1-2.png	ORGANISMS	skipped	TRAIN
PMC2841809_ATM-05-47-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841809_ATM-05-47-g001.png	ORGANISMS	skipped	TRAIN
PMC2841812_ATM-05-52-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841812_ATM-05-52-g002.png	ORGANISMS	skipped	TRAIN
PMC2841812_ATM-05-52-g003.png	DRCT	TRAIN	openi	OPENI_CT/PMC2841812_ATM-05-52-g003.png	ORGANISMS	skipped	TRAIN
PMC2905180_OJO-2-57-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905180_OJO-2-57-g001.png	ORGANISMS	skipped	TRAIN
PMC2905180_OJO-2-57-g006.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905180_OJO-2-57-g006.png	ORGANISMS	skipped	TRAIN
PMC2905431_1752-1947-4-194-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905431_1752-1947-4-194-1.png	ORGANISMS	skipped	TRAIN
PMC2905431_1752-1947-4-194-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905431_1752-1947-4-194-2.png	ORGANISMS	skipped	TRAIN
PMC2905431_1752-1947-4-194-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905431_1752-1947-4-194-3.png	ORGANISMS	skipped	TRAIN
PMC2905530_JIAPS-14-50-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905530_JIAPS-14-50-g002.png	ORGANISMS	skipped	TRAIN
PMC2905536_JIAPS-14-70-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905536_JIAPS-14-70-g001.png	ORGANISMS	skipped	TRAIN
PMC2905915_AU2010-912125.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2905915_AU2010-912125.001.png	ORGANISMS	skipped	TRAIN
PMC2908804_jkms-25-1253-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2908804_jkms-25-1253-g002.png	ORGANISMS	skipped	TRAIN
PMC2908875_ymj-51-784-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2908875_ymj-51-784-g001.png	ORGANISMS	skipped	TRAIN
PMC2908877_ymj-51-793-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2908877_ymj-51-793-g001.png	ORGANISMS	skipped	TRAIN
PMC2908883_ymj-51-787-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2908883_ymj-51-787-g001.png	ORGANISMS	skipped	TRAIN
PMC2909206_1471-2407-10-338-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909206_1471-2407-10-338-1.png	ORGANISMS	skipped	TRAIN
PMC2909247_1752-1947-4-183-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909247_1752-1947-4-183-2.png	ORGANISMS	skipped	TRAIN
PMC2909248_1748-717X-5-62-8.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909248_1748-717X-5-62-8.png	ORGANISMS	skipped	TRAIN
PMC2909725_CRM2010-138023.006.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909725_CRM2010-138023.006.png	ORGANISMS	skipped	TRAIN
PMC2909771_CRM2010-389692.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909771_CRM2010-389692.001.png	ORGANISMS	skipped	TRAIN
PMC2909771_CRM2010-389692.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909771_CRM2010-389692.002.png	ORGANISMS	skipped	TRAIN
PMC2909771_CRM2010-389692.003.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909771_CRM2010-389692.003.png	ORGANISMS	skipped	TRAIN
PMC2909783_CRM2010-417895.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909783_CRM2010-417895.001.png	ORGANISMS	skipped	TRAIN
PMC2909783_CRM2010-417895.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909783_CRM2010-417895.002.png	ORGANISMS	skipped	TRAIN
PMC2909991_1752-1947-4-205-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909991_1752-1947-4-205-2.png	ORGANISMS	skipped	TRAIN
PMC2909991_1752-1947-4-205-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC2909991_1752-1947-4-205-3.png	ORGANISMS	skipped	TRAIN
PMC2998018_jksc-26-368-g003.png	DRCT	TRAIN	openi	OPENI_CT/PMC2998018_jksc-26-368-g003.png	ORGANISMS	skipped	TRAIN
PMC2998525_1752-1947-4-367-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC2998525_1752-1947-4-367-3.png	ORGANISMS	skipped	TRAIN
PMC2998526_1752-1947-4-371-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2998526_1752-1947-4-371-1.png	ORGANISMS	skipped	TRAIN
PMC2998671_JIAPS-15-39-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2998671_JIAPS-15-39-g001.png	ORGANISMS	skipped	TRAIN
PMC2998671_JIAPS-15-39-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC2998671_JIAPS-15-39-g002.png	ORGANISMS	skipped	TRAIN
PMC2999513_bcbcr-2010-057f1.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999513_bcbcr-2010-057f1.png	ORGANISMS	skipped	TRAIN
PMC2999551_opth-4-1379f6.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999551_opth-4-1379f6.png	ORGANISMS	skipped	TRAIN
PMC2999614_1752-1947-4-385-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999614_1752-1947-4-385-2.png	ORGANISMS	skipped	TRAIN
PMC2999713_cln-65-11-1155-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999713_cln-65-11-1155-g001.png	ORGANISMS	skipped	TRAIN
PMC3921642_gr1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3921642_gr1.png	ORGANISMS	skipped	TRAIN
PMC2999735_crg0004-0510-f03.png	DRCT	TRAIN	openi	OPENI_CT/PMC2999735_crg0004-0510-f03.png	ORGANISMS	skipped	TRAIN
PMC3040695_1752-1947-5-47-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3040695_1752-1947-5-47-1.png	ORGANISMS	skipped	TRAIN
PMC3040695_1752-1947-5-47-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3040695_1752-1947-5-47-2.png	ORGANISMS	skipped	TRAIN
PMC3041762_1752-1947-5-52-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3041762_1752-1947-5-52-1.png	ORGANISMS	skipped	TRAIN
PMC3042016_cop0002-0034-f01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042016_cop0002-0034-f01.png	ORGANISMS	skipped	TRAIN
PMC3042024_cro0003-0304-f01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042024_cro0003-0304-f01.png	ORGANISMS	skipped	TRAIN
PMC3042024_cro0003-0304-f02.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042024_cro0003-0304-f02.png	ORGANISMS	skipped	TRAIN
PMC3042174_cios-3-81-g004.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042174_cios-3-81-g004.png	ORGANISMS	skipped	TRAIN
PMC3042401_1752-1947-5-51-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042401_1752-1947-5-51-1.png	ORGANISMS	skipped	TRAIN
PMC3042608_AU2011-791094.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042608_AU2011-791094.001.png	ORGANISMS	skipped	TRAIN
PMC3042608_AU2011-791094.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042608_AU2011-791094.002.png	ORGANISMS	skipped	TRAIN
PMC3042959_1752-1947-5-57-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042959_1752-1947-5-57-1.png	ORGANISMS	skipped	TRAIN
PMC3042959_1752-1947-5-57-6.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042959_1752-1947-5-57-6.png	ORGANISMS	skipped	TRAIN
PMC3042977_1758-3284-3-8-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3042977_1758-3284-3-8-1.png	ORGANISMS	skipped	TRAIN
PMC3104365_1752-1947-5-167-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104365_1752-1947-5-167-2.png	ORGANISMS	skipped	TRAIN
PMC3104365_1752-1947-5-167-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104365_1752-1947-5-167-3.png	ORGANISMS	skipped	TRAIN
PMC3104539_APC-4-68-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104539_APC-4-68-g001.png	ORGANISMS	skipped	TRAIN
PMC3104540_APC-4-71-g003.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104540_APC-4-71-g003.png	ORGANISMS	skipped	TRAIN
PMC3104595_TOOPHTJ-5-25_F1A.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104595_TOOPHTJ-5-25_F1A.png	ORGANISMS	skipped	TRAIN
PMC3104595_TOOPHTJ-5-25_F2A.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104595_TOOPHTJ-5-25_F2A.png	ORGANISMS	skipped	TRAIN
PMC3104595_TOOPHTJ-5-25_F2B.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104595_TOOPHTJ-5-25_F2B.png	ORGANISMS	skipped	TRAIN
PMC3104640_jocmr-02-137-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104640_jocmr-02-137-g001.png	ORGANISMS	skipped	TRAIN
PMC3104650_jocmr-02-180-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104650_jocmr-02-180-g001.png	ORGANISMS	skipped	TRAIN
PMC3104650_jocmr-02-180-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104650_jocmr-02-180-g002.png	ORGANISMS	skipped	TRAIN
PMC3104656_jocmr-02-194-g001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104656_jocmr-02-194-g001.png	ORGANISMS	skipped	TRAIN
PMC3104656_jocmr-02-194-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3104656_jocmr-02-194-g002.png	ORGANISMS	skipped	TRAIN
PMC3105948_1752-1947-5-160-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3105948_1752-1947-5-160-1.png	ORGANISMS	skipped	TRAIN
PMC3105948_1752-1947-5-160-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3105948_1752-1947-5-160-2.png	ORGANISMS	skipped	TRAIN
PMC3105948_1752-1947-5-160-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC3105948_1752-1947-5-160-3.png	ORGANISMS	skipped	TRAIN
PMC3105948_1752-1947-5-160-4.png	DRCT	TRAIN	openi	OPENI_CT/PMC3105948_1752-1947-5-160-4.png	ORGANISMS	skipped	TRAIN
PMC3106759_1532-429X-13-S1-P353-7.png	DRCT	TRAIN	openi	OPENI_CT/PMC3106759_1532-429X-13-S1-P353-7.png	ORGANISMS	skipped	TRAIN
PMC3107690_biij-07-e8-g03.png	DRCT	TRAIN	openi	OPENI_CT/PMC3107690_biij-07-e8-g03.png	ORGANISMS	skipped	TRAIN
PMC3107690_biij-07-e8-g04.png	DRCT	TRAIN	openi	OPENI_CT/PMC3107690_biij-07-e8-g04.png	ORGANISMS	skipped	TRAIN
PMC3107690_biij-07-e8-g07.png	DRCT	TRAIN	openi	OPENI_CT/PMC3107690_biij-07-e8-g07.png	ORGANISMS	skipped	TRAIN
PMC3108321_1752-1947-5-181-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108321_1752-1947-5-181-1.png	ORGANISMS	skipped	TRAIN
PMC3108321_1752-1947-5-181-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108321_1752-1947-5-181-2.png	ORGANISMS	skipped	TRAIN
PMC3108502_PRI2011-607820.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108502_PRI2011-607820.001.png	ORGANISMS	skipped	TRAIN
PMC3108502_PRI2011-607820.010.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108502_PRI2011-607820.010.png	ORGANISMS	skipped	TRAIN
PMC3108676_ceg-4-001f1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108676_ceg-4-001f1.png	ORGANISMS	skipped	TRAIN
PMC3108676_ceg-4-001f2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108676_ceg-4-001f2.png	ORGANISMS	skipped	TRAIN
PMC3108676_ceg-4-001f4.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108676_ceg-4-001f4.png	ORGANISMS	skipped	TRAIN
PMC3108731_idr-3-001f2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108731_idr-3-001f2.png	ORGANISMS	skipped	TRAIN
PMC3108760_ijnrd-2-023f1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108760_ijnrd-2-023f1.png	ORGANISMS	skipped	TRAIN
PMC3108916_1475-925X-10-34-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3108916_1475-925X-10-34-1.png	ORGANISMS	skipped	TRAIN
PMC3109763_PM2011-865195.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109763_PM2011-865195.002.png	ORGANISMS	skipped	TRAIN
PMC3109825_IJNM-25-168-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109825_IJNM-25-168-g002.png	ORGANISMS	skipped	TRAIN
PMC3109837_LI-28-130-g003.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109837_LI-28-130-g003.png	ORGANISMS	skipped	TRAIN
PMC3109838_LI-28-133-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109838_LI-28-133-g002.png	ORGANISMS	skipped	TRAIN
PMC3109838_LI-28-133-g003.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109838_LI-28-133-g003.png	ORGANISMS	skipped	TRAIN
PMC3109839_LI-28-136-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109839_LI-28-136-g002.png	ORGANISMS	skipped	TRAIN
PMC3109842_LI-28-145-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3109842_LI-28-145-g002.png	ORGANISMS	skipped	TRAIN
PMC3198189_kjae-61-257-g004.png	DRCT	TRAIN	openi	OPENI_CT/PMC3198189_kjae-61-257-g004.png	ORGANISMS	skipped	TRAIN
PMC3198307_SNI-2-122-g007.png	DRCT	TRAIN	openi	OPENI_CT/PMC3198307_SNI-2-122-g007.png	ORGANISMS	skipped	TRAIN
PMC3198751_1471-2490-11-20-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3198751_1471-2490-11-20-2.png	ORGANISMS	skipped	TRAIN
PMC3198760_1471-2466-11-47-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3198760_1471-2466-11-47-1.png	ORGANISMS	skipped	TRAIN
PMC3198949_1477-7819-9-124-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3198949_1477-7819-9-124-1.png	ORGANISMS	skipped	TRAIN
PMC3199122_IJOL2011-508907.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199122_IJOL2011-508907.001.png	ORGANISMS	skipped	TRAIN
PMC3199122_IJOL2011-508907.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199122_IJOL2011-508907.002.png	ORGANISMS	skipped	TRAIN
PMC3199123_CRIM2011-671645.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199123_CRIM2011-671645.002.png	ORGANISMS	skipped	TRAIN
PMC3199233_1865-1380-4-61-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199233_1865-1380-4-61-1.png	ORGANISMS	skipped	TRAIN
PMC3199233_1865-1380-4-61-2.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199233_1865-1380-4-61-2.png	ORGANISMS	skipped	TRAIN
PMC3199233_1865-1380-4-61-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199233_1865-1380-4-61-3.png	ORGANISMS	skipped	TRAIN
PMC3199233_1865-1380-4-61-4.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199233_1865-1380-4-61-4.png	ORGANISMS	skipped	TRAIN
PMC3199759_1865-1380-4-52-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3199759_1865-1380-4-52-1.png	ORGANISMS	skipped	TRAIN
PMC3210845_kjp-49-277-g002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3210845_kjp-49-277-g002.png	ORGANISMS	skipped	TRAIN
PMC3213015_1752-1947-5-514-1.png	DRCT	TRAIN	openi	OPENI_CT/PMC3213015_1752-1947-5-514-1.png	ORGANISMS	skipped	TRAIN
PMC3213015_1752-1947-5-514-3.png	DRCT	TRAIN	openi	OPENI_CT/PMC3213015_1752-1947-5-514-3.png	ORGANISMS	skipped	TRAIN
PMC3368227_CRIM2012-314056.001.png	DRCT	TRAIN	openi	OPENI_CT/PMC3368227_CRIM2012-314056.001.png	ORGANISMS	skipped	TRAIN
PMC3369049_586_2011_2053_Fig4_HTML.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369049_586_2011_2053_Fig4_HTML.png	ORGANISMS	skipped	TRAIN
PMC3369259_cro-0005-0246-g03.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369259_cro-0005-0246-g03.png	ORGANISMS	skipped	TRAIN
PMC3369408_crg-0006-0223-g01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369408_crg-0006-0223-g01.png	ORGANISMS	skipped	TRAIN
PMC3369410_crg-0006-0260-g01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369410_crg-0006-0260-g01.png	ORGANISMS	skipped	TRAIN
PMC3369412_crg-0006-0254-g01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369412_crg-0006-0254-g01.png	ORGANISMS	skipped	TRAIN
PMC3369416_crg-0006-0243-g01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369416_crg-0006-0243-g01.png	ORGANISMS	skipped	TRAIN
PMC3369416_crg-0006-0243-g02.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369416_crg-0006-0243-g02.png	ORGANISMS	skipped	TRAIN
PMC3369417_crg-0006-0266-g02.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369417_crg-0006-0266-g02.png	ORGANISMS	skipped	TRAIN
PMC3369420_crg-0006-0273-g01.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369420_crg-0006-0273-g01.png	ORGANISMS	skipped	TRAIN
PMC3369492_CRIM.UROLOGY2012-759150.002.png	DRCT	TRAIN	openi	OPENI_CT/PMC3369492_CRIM.UROLOGY2012-759150.002.png	ORGANISMS	skipped	TRAIN
