ID,NAME,MODALITY,SET,PATH
40,1471-2164-6-42-5-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2164-6-42-5-3.jpg
41,1471-2164-7-169-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2164-7-169-3.jpg
42,1471-2180-10-125-2-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-125-2-1.jpg
43,1471-2180-10-125-2-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-125-2-2.jpg
44,1471-2180-10-125-2-4.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-125-2-4.jpg
45,1471-2180-10-125-2-6.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-125-2-6.jpg
46,1471-2180-10-125-2-9.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-125-2-9.jpg
47,1471-2180-10-261-2-5.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-261-2-5.jpg
48,1471-2180-10-301-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-10-301-1.jpg
49,1471-2180-2-33-11-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-1.jpg
50,1471-2180-2-33-11-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-2.jpg
51,1471-2180-2-33-11-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-3.jpg
52,1471-2180-2-33-11-4.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-4.jpg
53,1471-2180-2-33-11-5.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-5.jpg
54,1471-2180-2-33-11-6.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-2-33-11-6.jpg
55,1471-2180-9-103-2-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-1.jpg
56,1471-2180-9-103-2-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-2.jpg
57,1471-2180-9-103-2-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-3.jpg
58,1471-2180-9-103-2-4.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-4.jpg
59,1471-2180-9-103-2-5.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-5.jpg
60,1471-2180-9-103-2-6.jpg,DMEL,train,/mnt/train/DMEL/1471-2180-9-103-2-6.jpg
61,1471-2202-10-30-5-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-10-30-5-2.jpg
62,1471-2202-4-8-3-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-4-8-3-1.jpg
63,1471-2202-5-41-1-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-5-41-1-1.jpg
64,1471-2202-5-41-1-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-5-41-1-2.jpg
65,1471-2202-6-19-2-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-6-19-2-1.jpg
66,1471-2202-6-19-2-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-6-19-2-2.jpg
67,1471-2202-6-19-5.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-6-19-5.jpg
68,1471-2202-7-46-5-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-7-46-5-1.jpg
69,1471-2202-7-46-5-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-7-46-5-2.jpg
70,1471-2202-7-64-2-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2202-7-64-2-1.jpg
71,1471-2229-3-6-2-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-1.jpg
72,1471-2229-3-6-2-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-2.jpg
73,1471-2229-3-6-2-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-3.jpg
74,1471-2229-3-6-2-5.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-5.jpg
75,1471-2229-3-6-2-6.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-6.jpg
76,1471-2229-3-6-2-7.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-7.jpg
77,1471-2229-3-6-2-8.jpg,DMEL,train,/mnt/train/DMEL/1471-2229-3-6-2-8.jpg
78,1471-2261-6-49-2-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2261-6-49-2-2.jpg
79,1471-2261-6-49-2-4.jpg,DMEL,train,/mnt/train/DMEL/1471-2261-6-49-2-4.jpg
80,1471-2261-6-49-2-7.jpg,DMEL,train,/mnt/train/DMEL/1471-2261-6-49-2-7.jpg
81,1471-2334-9-146-3.jpg,DMEL,train,/mnt/train/DMEL/1471-2334-9-146-3.jpg
82,1471-2334-9-198-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2334-9-198-1.jpg
83,1471-2407-11-144-3-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2407-11-144-3-1.jpg
84,1471-2407-9-369-6-1.jpg,DMEL,train,/mnt/train/DMEL/1471-2407-9-369-6-1.jpg
85,1471-2415-7-1-4-2.jpg,DMEL,train,/mnt/train/DMEL/1471-2415-7-1-4-2.jpg
86,1472-6750-8-1-6.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-1-6.jpg
87,1472-6750-8-79-2-1.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-2-1.jpg
88,1472-6750-8-79-2-2.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-2-2.jpg
89,1472-6750-8-79-2-4.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-2-4.jpg
90,1472-6750-8-79-5.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-5.jpg
91,1472-6750-8-79-6-1.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-6-1.jpg
92,1472-6750-8-79-6-3.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-8-79-6-3.jpg
93,1472-6750-9-9-5-1.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-9-9-5-1.jpg
94,1472-6750-9-9-5-2.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-9-9-5-2.jpg
95,1472-6750-9-9-5-3.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-9-9-5-3.jpg
96,1472-6750-9-9-5-4.jpg,DMEL,train,/mnt/train/DMEL/1472-6750-9-9-5-4.jpg
97,1472-6793-7-1-4-1.jpg,DMEL,train,/mnt/train/DMEL/1472-6793-7-1-4-1.jpg
98,1472-6793-7-1-4-3.jpg,DMEL,train,/mnt/train/DMEL/1472-6793-7-1-4-3.jpg
99,1475-2859-3-14-1.jpg,DMEL,train,/mnt/train/DMEL/1475-2859-3-14-1.jpg
100,1475-2859-7-10-1.jpg,DMEL,train,/mnt/train/DMEL/1475-2859-7-10-1.jpg
101,1475-2859-8-39-1.jpg,DMEL,train,/mnt/train/DMEL/1475-2859-8-39-1.jpg
102,1475-2859-8-48-5-4.jpg,DMEL,train,/mnt/train/DMEL/1475-2859-8-48-5-4.jpg
103,1475-2867-7-16-1-1.jpg,DMEL,train,/mnt/train/DMEL/1475-2867-7-16-1-1.jpg
104,1475-2867-7-16-1-2.jpg,DMEL,train,/mnt/train/DMEL/1475-2867-7-16-1-2.jpg
105,1475-2867-7-16-1-3.jpg,DMEL,train,/mnt/train/DMEL/1475-2867-7-16-1-3.jpg
106,1475-2875-5-116-4.jpg,DMEL,train,/mnt/train/DMEL/1475-2875-5-116-4.jpg
107,1475-925X-5-18-4.jpg,DMEL,train,/mnt/train/DMEL/1475-925X-5-18-4.jpg
108,1475-925X-5-18-5.jpg,DMEL,train,/mnt/train/DMEL/1475-925X-5-18-5.jpg
109,1475-925X-5-18-7.jpg,DMEL,train,/mnt/train/DMEL/1475-925X-5-18-7.jpg
110,1476-0711-7-10-2.jpg,DMEL,train,/mnt/train/DMEL/1476-0711-7-10-2.jpg
111,1476-0711-7-10-3.jpg,DMEL,train,/mnt/train/DMEL/1476-0711-7-10-3.jpg
112,1476-4598-9-89-3-1.jpg,DMEL,train,/mnt/train/DMEL/1476-4598-9-89-3-1.jpg
113,1476-4598-9-89-3-2.jpg,DMEL,train,/mnt/train/DMEL/1476-4598-9-89-3-2.jpg
114,1476-5926-1-1-5.jpg,DMEL,train,/mnt/train/DMEL/1476-5926-1-1-5.jpg
115,1476-5926-3-S1-S47-1-2.jpg,DMEL,train,/mnt/train/DMEL/1476-5926-3-S1-S47-1-2.jpg
116,1476-7120-2-16-1.jpg,DMEL,train,/mnt/train/DMEL/1476-7120-2-16-1.jpg
117,1477-3155-3-4-4.jpg,DMEL,train,/mnt/train/DMEL/1477-3155-3-4-4.jpg
118,1477-3155-5-8-1.jpg,DMEL,train,/mnt/train/DMEL/1477-3155-5-8-1.jpg
119,1477-3155-9-11-6-2.jpg,DMEL,train,/mnt/train/DMEL/1477-3155-9-11-6-2.jpg
120,1477-3155-9-11-6-5.jpg,DMEL,train,/mnt/train/DMEL/1477-3155-9-11-6-5.jpg
121,1477-5956-8-54-1-3.jpg,DMEL,train,/mnt/train/DMEL/1477-5956-8-54-1-3.jpg
122,1477-5956-8-54-1-4.jpg,DMEL,train,/mnt/train/DMEL/1477-5956-8-54-1-4.jpg
123,1477-5956-8-54-1-6.jpg,DMEL,train,/mnt/train/DMEL/1477-5956-8-54-1-6.jpg
124,1477-7800-3-38-4-3.jpg,DMEL,train,/mnt/train/DMEL/1477-7800-3-38-4-3.jpg
125,1477-7827-2-71-4-1.jpg,DMEL,train,/mnt/train/DMEL/1477-7827-2-71-4-1.jpg
126,1477-7827-3-21-3-3.jpg,DMEL,train,/mnt/train/DMEL/1477-7827-3-21-3-3.jpg
127,1477-7827-6-5-1.jpg,DMEL,train,/mnt/train/DMEL/1477-7827-6-5-1.jpg
128,1741-7007-6-44-2-1.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-6-44-2-1.jpg
129,1741-7007-6-44-2-2.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-6-44-2-2.jpg
130,1741-7007-6-44-2-3.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-6-44-2-3.jpg
131,1741-7007-7-9-14.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-7-9-14.jpg
132,1741-7007-8-30-2-2.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-8-30-2-2.jpg
133,1741-7007-9-9-1.jpg,DMEL,train,/mnt/train/DMEL/1741-7007-9-9-1.jpg
134,1742-2094-2-17-1-3.jpg,DMEL,train,/mnt/train/DMEL/1742-2094-2-17-1-3.jpg
135,1742-9994-2-12-5-3.jpg,DMEL,train,/mnt/train/DMEL/1742-9994-2-12-5-3.jpg
136,1743-422X-2-6-2-1.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-2-6-2-1.jpg
137,1743-422X-2-6-2-2.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-2-6-2-2.jpg
138,1743-422X-2-6-2-3.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-2-6-2-3.jpg
139,1743-422X-2-6-2-4.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-2-6-2-4.jpg
140,1743-422X-2-6-2-5.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-2-6-2-5.jpg
141,1743-422X-8-115-5-1.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-8-115-5-1.jpg
142,1743-422X-8-115-5-3.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-8-115-5-3.jpg
143,1743-422X-8-115-5-4.jpg,DMEL,train,/mnt/train/DMEL/1743-422X-8-115-5-4.jpg
144,1743-8454-7-9-5.jpg,DMEL,train,/mnt/train/DMEL/1743-8454-7-9-5.jpg
145,1743-8977-6-34-2-1.jpg,DMEL,train,/mnt/train/DMEL/1743-8977-6-34-2-1.jpg
146,1743-8977-7-5-8.jpg,DMEL,train,/mnt/train/DMEL/1743-8977-7-5-8.jpg
147,1746-160X-4-14-1.jpg,DMEL,train,/mnt/train/DMEL/1746-160X-4-14-1.jpg
148,1746-4811-4-15-3-1.jpg,DMEL,train,/mnt/train/DMEL/1746-4811-4-15-3-1.jpg
149,1747-1028-3-6-3-1.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-1.jpg
150,1747-1028-3-6-3-10.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-10.jpg
151,1747-1028-3-6-3-11.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-11.jpg
152,1747-1028-3-6-3-12.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-12.jpg
153,1747-1028-3-6-3-13.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-13.jpg
154,1747-1028-3-6-3-2.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-2.jpg
155,1747-1028-3-6-3-4.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-4.jpg
156,1747-1028-3-6-3-8.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-8.jpg
157,1747-1028-3-6-3-9.jpg,DMEL,train,/mnt/train/DMEL/1747-1028-3-6-3-9.jpg
158,1750-1172-4-7-23.jpg,DMEL,train,/mnt/train/DMEL/1750-1172-4-7-23.jpg
159,1750-1172-5-33-1-5.jpg,DMEL,train,/mnt/train/DMEL/1750-1172-5-33-1-5.jpg
160,1750-1172-5-33-1-6.jpg,DMEL,train,/mnt/train/DMEL/1750-1172-5-33-1-6.jpg
161,1751-0147-49-28-1.jpg,DMEL,train,/mnt/train/DMEL/1751-0147-49-28-1.jpg
162,1751-0147-49-28-2.jpg,DMEL,train,/mnt/train/DMEL/1751-0147-49-28-2.jpg
163,1751-0147-49-28-3.jpg,DMEL,train,/mnt/train/DMEL/1751-0147-49-28-3.jpg
164,1752-1947-1-174-9.jpg,DMEL,train,/mnt/train/DMEL/1752-1947-1-174-9.jpg
165,1752-1947-5-237-2-1.jpg,DMEL,train,/mnt/train/DMEL/1752-1947-5-237-2-1.jpg
166,1756-3305-1-29-3-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-1.jpg
167,1756-3305-1-29-3-10.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-10.jpg
168,1756-3305-1-29-3-11.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-11.jpg
169,1756-3305-1-29-3-13.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-13.jpg
170,1756-3305-1-29-3-14.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-14.jpg
171,1756-3305-1-29-3-15.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-15.jpg
172,1756-3305-1-29-3-2.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-2.jpg
173,1756-3305-1-29-3-3.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-3.jpg
174,1756-3305-1-29-3-4.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-4.jpg
175,1756-3305-1-29-3-5.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-5.jpg
176,1756-3305-1-29-3-6.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-6.jpg
177,1756-3305-1-29-3-7.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-7.jpg
178,1756-3305-1-29-3-9.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-3-9.jpg
179,1756-3305-1-29-4-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-4-1.jpg
180,1756-3305-1-29-4-2.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-4-2.jpg
181,1756-3305-1-29-4-5.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-4-5.jpg
182,1756-3305-1-29-4-7.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-4-7.jpg
183,1756-3305-1-29-5-2.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-5-2.jpg
184,1756-3305-1-29-5-3.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-1-29-5-3.jpg
185,1756-3305-2-12-10-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-2-12-10-1.jpg
186,1756-3305-2-12-13-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-2-12-13-1.jpg
187,1756-3305-2-12-16-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-2-12-16-1.jpg
188,1756-3305-2-12-17-1.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-2-12-17-1.jpg
189,1756-3305-3-67-2.jpg,DMEL,train,/mnt/train/DMEL/1756-3305-3-67-2.jpg
190,1756-9966-27-68-10.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-10.jpg
191,1756-9966-27-68-2.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-2.jpg
192,1756-9966-27-68-4.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-4.jpg
193,1756-9966-27-68-6.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-6.jpg
194,1756-9966-27-68-7.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-7.jpg
195,1756-9966-27-68-8.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-8.jpg
196,1756-9966-27-68-9.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-27-68-9.jpg
197,1756-9966-29-70-1.jpg,DMEL,train,/mnt/train/DMEL/1756-9966-29-70-1.jpg
198,ar1464-7-2.jpg,DMEL,train,/mnt/train/DMEL/ar1464-7-2.jpg
199,ar1464-7-6.jpg,DMEL,train,/mnt/train/DMEL/ar1464-7-6.jpg
200,ar1464-7-8.jpg,DMEL,train,/mnt/train/DMEL/ar1464-7-8.jpg
201,ar2114-3-1.jpg,DMEL,train,/mnt/train/DMEL/ar2114-3-1.jpg
202,ar2114-3-2.jpg,DMEL,train,/mnt/train/DMEL/ar2114-3-2.jpg
203,ar2114-3-3.jpg,DMEL,train,/mnt/train/DMEL/ar2114-3-3.jpg
204,ar2701-1.jpg,DMEL,train,/mnt/train/DMEL/ar2701-1.jpg
205,IJBI2010-674582.003-3.jpg,DMEL,train,/mnt/train/DMEL/IJBI2010-674582.003-3.jpg
206,jbiol85-11-2.jpg,DMEL,train,/mnt/train/DMEL/jbiol85-11-2.jpg
207,jbiol85-11-4.jpg,DMEL,train,/mnt/train/DMEL/jbiol85-11-4.jpg
208,11373_2007_9226_Fig1_HTML-10.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-10.jpg
209,11373_2007_9226_Fig1_HTML-11.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-11.jpg
210,11373_2007_9226_Fig1_HTML-12.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-12.jpg
211,11373_2007_9226_Fig1_HTML-13.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-13.jpg
212,11373_2007_9226_Fig1_HTML-14.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-14.jpg
213,11373_2007_9226_Fig1_HTML-15.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-15.jpg
214,11373_2007_9226_Fig1_HTML-16.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-16.jpg
215,11373_2007_9226_Fig1_HTML-18.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-18.jpg
216,11373_2007_9226_Fig1_HTML-19.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-19.jpg
217,11373_2007_9226_Fig1_HTML-2.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-2.jpg
218,11373_2007_9226_Fig1_HTML-3.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-3.jpg
219,11373_2007_9226_Fig1_HTML-4.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-4.jpg
220,11373_2007_9226_Fig1_HTML-5.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-5.jpg
221,11373_2007_9226_Fig1_HTML-6.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-6.jpg
222,11373_2007_9226_Fig1_HTML-8.jpg,DMFL,train,/mnt/train/DMFL/11373_2007_9226_Fig1_HTML-8.jpg
223,1423-0127-16-88-1-4.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-16-88-1-4.jpg
224,1423-0127-16-88-1-5.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-16-88-1-5.jpg
225,1423-0127-17-77-3-3.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-17-77-3-3.jpg
226,1423-0127-17-77-3-4.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-17-77-3-4.jpg
227,1423-0127-18-32-6-1.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-18-32-6-1.jpg
228,1423-0127-18-32-6-2.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-18-32-6-2.jpg
229,1423-0127-18-32-6-4.jpg,DMFL,train,/mnt/train/DMFL/1423-0127-18-32-6-4.jpg
230,1465-9921-7-50-3-1.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-1.jpg
231,1465-9921-7-50-3-2.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-2.jpg
232,1465-9921-7-50-3-3.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-3.jpg
233,1465-9921-7-50-3-4.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-4.jpg
234,1465-9921-7-50-3-5.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-5.jpg
235,1465-9921-7-50-3-6.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-6.jpg
236,1465-9921-7-50-3-7.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-7.jpg
237,1465-9921-7-50-3-8.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-3-8.jpg
238,1465-9921-7-50-6-4.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-6-4.jpg
239,1465-9921-7-50-6-6.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-6-6.jpg
240,1465-9921-7-50-6-7.jpg,DMFL,train,/mnt/train/DMFL/1465-9921-7-50-6-7.jpg
241,1471-2091-10-22-6-2.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-10-22-6-2.jpg
242,1471-2091-10-22-6-4.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-10-22-6-4.jpg
243,1471-2091-10-22-6-5.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-10-22-6-5.jpg
244,1471-2091-10-22-6-6.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-10-22-6-6.jpg
245,1471-2091-10-22-6-7.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-10-22-6-7.jpg
246,1471-2091-11-14-3-2.jpg,DMFL,train,/mnt/train/DMFL/1471-2091-11-14-3-2.jpg
